method,metric,n,mean,std,min,max
mpc,roll_deg,1060,-0.48651916859957667,6.448950745564946,-137.73886521766275,37.011470055600114
mpc,pitch_deg,1060,-0.10808297537018216,2.930729409613909,-71.39013441259209,10.37574036816637
mpc,yaw_deg,1060,2.032348188108717,39.305234846177974,-88.52440160599944,84.44317233162006
mpc,landing_error_xy_m,1060,5.900872022419605,5.9388197865731485,0.5395551323890686,28.426855087280273
mpc,release_to_target_xy_m,1060,5.472073915657007,5.162513683588279,1.556776523590088,26.729412078857422
mpc,delta_theta_rad,1060,0.008857180867761478,0.020859777610293652,0.0007026299135759473,0.3957623541355133
mpc,delta_theta_deg,1060,0.507479082106753,1.1951772186513165,0.040257728607543564,22.675512582126775
mpc,delta_omega_rad_s,1060,0.11776148184501338,0.05084576355474667,0.02477319911122322,0.9400649070739746
mpc,delta_omega_deg_s,1060,6.747235898925734,2.913247657807082,1.4193997541103327,53.86175164369667
mpc,impulse_metric,1060,0.14169601621633432,0.0828849325636822,0.10863959044218063,1.5209897756576538
ppo,roll_deg,1981,2.2063029865649604,21.631848449598266,-145.5098173231964,165.84094089724985
ppo,pitch_deg,1981,5.105658158746163,14.938009343076544,-68.21671924117744,88.83585823215202
ppo,yaw_deg,1981,-5.884721947734765,50.15254723161082,-169.42400349432518,164.71805779769977
ppo,landing_error_xy_m,1981,2.322744806543,3.243350479425647,0.02277170866727829,23.526390075683594
ppo,release_to_target_xy_m,1981,2.5691289905738883,3.4218276862778683,0.013315673917531967,22.81595802307129
ppo,delta_theta_rad,1981,0.12166003531182598,0.21601816934982823,0.002364734187722206,5.506925106048584
ppo,delta_theta_deg,1981,6.970606558780191,12.376929401887436,0.13548928862677934,315.52356667121717
ppo,delta_omega_rad_s,1981,0.36414851058826436,0.3347938062280955,0.00404207082465291,1.375990867614746
ppo,delta_omega_deg_s,1981,20.86417277268252,19.18227210399057,0.23159359874557597,78.83846936286935
ppo,impulse_metric,1981,0.5661446285001079,0.43733440226242704,0.1003686785697937,1.7435531616210938
ppo_gru,roll_deg,1992,3.2920786674759817,11.276376065136244,-121.96156536704018,143.27410516255446
ppo_gru,pitch_deg,1992,5.18079256513863,7.174853757366582,-16.27438735803776,69.03967507389395
ppo_gru,yaw_deg,1992,10.265189772172697,55.937324504482426,-136.19032472903746,158.39578881512585
ppo_gru,landing_error_xy_m,1992,3.093969820774194,5.590639733272527,0.021619264036417007,24.851917266845703
ppo_gru,release_to_target_xy_m,1992,4.097127504310156,5.614421609753425,0.055449046194553375,23.972198486328125
ppo_gru,delta_theta_rad,1992,0.044854661273552573,0.0798777549968966,0.00019521299691405147,2.361863374710083
ppo_gru,delta_theta_deg,1992,2.569982782463461,4.576658238302198,0.011184880829275512,135.32480315741344
ppo_gru,delta_omega_rad_s,1992,0.23026288162363343,0.2118088181625567,0.008512832224369049,1.4440630674362183
ppo_gru,delta_omega_deg_s,1992,13.193091295554677,12.135751344368394,0.4877493581593112,82.73871911481089
ppo_gru,impulse_metric,1992,0.34858249394918783,0.28931897060673933,0.07106157392263412,1.9151372909545898
ppo_rnn,roll_deg,1990,8.308970788052532,24.540855692106522,-177.9052406320268,164.4278020787309
ppo_rnn,pitch_deg,1990,3.498222991434481,10.144914465667169,-81.48247657171629,69.27113652448733
ppo_rnn,yaw_deg,1990,23.763580980445848,71.24945161386523,-177.87731881869976,174.08170073465365
ppo_rnn,landing_error_xy_m,1990,1.9663170812717035,3.210616041286237,0.045675184577703476,24.839677810668945
ppo_rnn,release_to_target_xy_m,1990,2.621484969636828,3.127956971702985,0.04580087587237358,23.342967987060547
ppo_rnn,delta_theta_rad,1990,0.07958667012944762,0.277351242940439,0.0005200987216085196,5.652437686920166
ppo_rnn,delta_theta_deg,1990,4.5599803039172455,15.891055663194724,0.02979946167831772,323.8608234212149
ppo_rnn,delta_omega_rad_s,1990,0.25467734968116573,0.24790292999474925,0.002268001204356551,1.5857739448547363
ppo_rnn,delta_omega_deg_s,1990,14.591937274308238,14.203791617626237,0.12994689694021813,90.85815430198774
ppo_rnn,impulse_metric,1990,0.4158470086285367,0.38655330292396217,0.045414455235004425,2.0536680221557617
