method,n_drop,landing_mean_m,landing_p90_m,roll_abs_mean_deg,pitch_abs_mean_deg,no_drop_rate
PPO,1988,2.272588530278969,4.946097183227537,14.423383252371952,9.572752600359825,0.006
Proposed,1981,2.358921215693306,3.971195936203003,15.491519867386236,7.521356975049184,0.0095
PPO-GRU,1991,2.8898985057085516,9.22884464263916,17.616567989640004,8.009669645842214,0.0045
MPC,1053,5.890899280876855,15.983250236511234,3.013028812025413,1.5822204822295067,0.4735
