method,n_drop,landing_mean_m,landing_p90_m,roll_abs_mean_deg,pitch_abs_mean_deg,no_drop_rate
PPO,2000,0.9716267037484795,1.7675367236137394,7.795848268001729,3.473054846303052,0.0
PPO-GRU,2000,2.4642685369849207,12.872750186920168,2.6540397117187617,3.081461543562246,0.0
PPO-RNN,1999,0.7683945862681657,1.1477932691574098,5.858400289819658,3.466648190001852,0.0005
MPC,1655,2.4379441671140967,2.903201103210449,1.502747293429323,1.2097713680517028,0.1725
