method,n_drop,landing_mean_m,landing_p90_m,roll_abs_mean_deg,pitch_abs_mean_deg,no_drop_rate
PPO,1985,2.3037700826466385,4.922544002532959,14.179335266701338,8.58761612626817,0.0075
Proposed,1977,2.3020299442077587,4.139037609100345,15.352506520207877,7.459565729794089,0.0115
PPO-GRU,1990,2.7370645181617546,9.105011463165292,14.354928538409043,7.341890385427817,0.005
MPC,1030,5.882324290507048,15.821488666534426,2.876392671303773,1.547516623374951,0.485
