method,metric,n,mean,std,min,max
mpc,roll_deg,1053,-0.23215140996852437,8.243603020571852,-166.354297915268,127.86803975370042
mpc,pitch_deg,1053,-0.27188021391257583,4.4166748976482415,-77.03728017684527,36.00853873825378
mpc,yaw_deg,1053,7.069552442457216,41.27209718847037,-179.43542157216308,106.23306038784818
mpc,landing_error_xy_m,1053,6.026031576104087,5.893739438891819,0.5019765496253967,27.677915573120117
mpc,release_to_target_xy_m,1053,5.541060163764193,5.123027621575776,1.625972032546997,25.832916259765625
mpc,delta_theta_rad,1053,0.016239439076142597,0.15248627277454171,0.0002315810415893793,3.9559502601623535
mpc,delta_theta_deg,1053,0.9304513207227996,8.736819863661871,0.013268616298315024,226.65925387098287
mpc,delta_omega_rad_s,1053,0.13028958741246466,0.35620562914761,0.05217566713690758,11.520586013793945
mpc,delta_omega_deg_s,1053,7.465043473235041,20.409079188960234,2.9894455202242316,660.0809561078379
mpc,impulse_metric,1053,0.1654331250733573,0.689178467648248,0.11616921424865723,22.30079460144043
ppo,roll_deg,1984,2.1460961059298027,21.629916753749228,-172.99919771347666,168.9751781035853
ppo,pitch_deg,1984,4.9682152456360535,15.062320874023591,-77.9277182785615,83.7409469226727
ppo,yaw_deg,1984,-6.879513876843534,50.18113021498096,-159.20270736367115,158.60624060383228
ppo,landing_error_xy_m,1984,2.303520892879122,3.2634894449623557,0.01901540346443653,22.955854415893555
ppo,release_to_target_xy_m,1984,2.5612010620402983,3.4991348012924486,0.026249844580888748,22.97521209716797
ppo,delta_theta_rad,1984,0.1265923279180213,0.2825971053030136,0.0012660672655329108,5.637323379516602
ppo,delta_theta_deg,1984,7.253206108438765,16.191621436476776,0.07254031089470471,322.9948373967273
ppo,delta_omega_rad_s,1984,0.3634462424520133,0.33416581060556655,0.007619431242346764,1.4075345993041992
ppo,delta_omega_deg_s,1984,20.823935772388815,19.14629060526697,0.4365612524765911,80.64579205876808
ppo,impulse_metric,1984,0.5669722344403365,0.4351832990774577,0.08663253486156464,1.7090098857879639
ppo_gru,roll_deg,1988,3.3825480327266617,14.234955072585526,-173.13099304370124,145.1498936746934
ppo_gru,pitch_deg,1988,5.408604595828288,7.9493720770286584,-22.558216035962854,73.48170226099008
ppo_gru,yaw_deg,1988,9.402813405316389,56.86261071039922,-144.55599506598244,175.61879382623
ppo_gru,landing_error_xy_m,1988,2.9761515767744533,5.525595501195824,0.025791415944695473,23.721220016479492
ppo_gru,release_to_target_xy_m,1988,3.952784251775855,5.585920185786854,0.05184149369597435,23.85934829711914
ppo_gru,delta_theta_rad,1988,0.05186707620719547,0.19656736672194774,0.0007143690600059927,6.077733039855957
ppo_gru,delta_theta_deg,1988,2.97176456235571,11.262480503167914,0.04093033215307123,348.2284521909625
ppo_gru,delta_omega_rad_s,1988,0.2301656678595376,0.2091880597972796,0.00922889169305563,1.30512535572052
ppo_gru,delta_omega_deg_s,1988,13.187521357161403,11.985592950914413,0.5287765435954324,74.77817461829605
ppo_gru,impulse_metric,1988,0.3513175991009658,0.2907958053806599,0.0626772865653038,1.6979618072509766
ppo_rnn,roll_deg,1987,10.751087903791415,28.525709599541518,-174.75196085828534,178.8134918670984
ppo_rnn,pitch_deg,1987,3.3582642692936,10.11157176880612,-39.84662693855905,77.11626448440731
ppo_rnn,yaw_deg,1987,17.54902063062083,72.35581609940009,-170.97751636066624,178.43458029270278
ppo_rnn,landing_error_xy_m,1987,2.171432051018338,3.3417614123671813,0.043312929570674896,24.103485107421875
ppo_rnn,release_to_target_xy_m,1987,2.61141104110159,3.189314310351924,0.04157596826553345,23.356449127197266
ppo_rnn,delta_theta_rad,1987,0.09843166688190026,0.3309198713426929,0.00019483102369122207,5.699284553527832
ppo_rnn,delta_theta_deg,1987,5.639719082770525,18.960311984948504,0.011162995375720379,326.5449511612465
ppo_rnn,delta_omega_rad_s,1987,0.29526012797971646,0.28734480316368344,0.004903261549770832,3.0433149337768555
ppo_rnn,delta_omega_deg_s,1987,16.917159191730306,16.463644486296445,0.2809361926506439,174.36910143454944
ppo_rnn,impulse_metric,1987,0.4836642669638498,0.4402286750169818,0.057065449655056,3.1023502349853516
