method,n_drop,landing_mean_m,landing_p90_m,roll_abs_mean_deg,pitch_abs_mean_deg,no_drop_rate
PPO,1984,2.303520892879122,4.80387616157532,14.198249574846157,8.77371288159412,0.008
PPO-GRU,1988,2.9761515767744533,13.88157558441162,7.711682238855126,6.125251104023747,0.006
PPO-RNN,1987,2.171432051018338,3.8556744575500503,15.917184042914801,6.916271931275846,0.0065
MPC,1053,6.026031576104087,16.29360046386719,2.99088938625574,1.6549485311040866,0.4735
