method,metric,n,median,q1,q3,iqr
mpc,roll_deg,420,-0.15287329400322539,-2.695916646539053,2.3839477561987206,5.0798644027377735
mpc,pitch_deg,420,0.013510114178285222,-1.4069370067525866,1.3554100596540104,2.7623470664065968
mpc,yaw_deg,420,8.109230884556847,-26.559518436674743,37.46741591854973,64.02693435522448
mpc,landing_error_xy_m,420,2.7009071111679077,1.8019036948680878,9.511979579925537,7.710075885057449
mpc,release_to_target_xy_m,420,3.7131468057632446,2.6547468304634094,8.361167430877686,5.706420600414276
mpc,delta_theta_rad,420,0.006167753832414746,0.005518718506209552,0.008559523615986109,0.0030408051097765565
mpc,delta_theta_deg,420,0.3533862636730038,0.31619927872654957,0.4904245778385612,0.17422529911201162
mpc,delta_omega_rad_s,420,0.11107956245541573,0.10813655331730843,0.11535114981234074,0.0072145964950323105
mpc,delta_omega_deg_s,420,6.364390118855157,6.195768116173174,6.609134046228402,0.41336593005522726
mpc,impulse_metric,420,0.13161417841911316,0.12763508409261703,0.14268691837787628,0.015051834285259247
ppo,roll_deg,1827,2.080940074049445,-7.929672041466383,12.599287961896511,20.528960003362894
ppo,pitch_deg,1827,1.20526884131879,-3.455624927541231,11.465462899296053,14.921087826837285
ppo,yaw_deg,1827,-2.4160428151086104,-57.50244737698857,46.71160226201468,104.21404963900325
ppo,landing_error_xy_m,1827,5.221320152282715,2.2102795839309692,10.707582473754883,8.497302889823914
ppo,release_to_target_xy_m,1827,4.749564170837402,2.3082973957061768,10.493825912475586,8.18552851676941
ppo,delta_theta_rad,1827,0.07568025588989258,0.03929075226187706,0.2423853799700737,0.20309462770819664
ppo,delta_theta_deg,1827,4.336159254960935,2.2511942784996486,13.887659287960023,11.636465009460375
ppo,delta_omega_rad_s,1827,0.2590174376964569,0.12384366989135742,0.7219339907169342,0.5980903208255768
ppo,delta_omega_deg_s,1827,14.840606000299733,7.095719604186167,41.36377075511708,34.268051150930916
ppo,impulse_metric,1827,0.43717503547668457,0.2323482483625412,1.1747040748596191,0.9423558264970779
ppo_gru,roll_deg,1763,-0.27087164210436565,-10.499462414791982,13.556511653317118,24.0559740681091
ppo_gru,pitch_deg,1763,1.81579213046955,-2.732362535950241,9.171461904277232,11.903824440227472
ppo_gru,yaw_deg,1763,-5.707374372354355,-54.33449635690994,46.1385493906506,100.47304574756055
ppo_gru,landing_error_xy_m,1763,3.0442399978637695,1.4531570672988892,8.031808853149414,6.578651785850525
ppo_gru,release_to_target_xy_m,1763,3.7548437118530273,2.0606017112731934,7.798863887786865,5.738262176513672
ppo_gru,delta_theta_rad,1763,0.06467496603727341,0.029946904629468918,0.21975935995578766,0.18981245532631874
ppo_gru,delta_theta_deg,1763,3.7056025940877046,1.7158312447493553,12.591283833962901,10.875452589213547
ppo_gru,delta_omega_rad_s,1763,0.25696519017219543,0.13449834287166595,0.7639532685279846,0.6294549256563187
ppo_gru,delta_omega_deg_s,1763,14.723020878643378,7.70618739804992,43.771298031877976,36.065110633828056
ppo_gru,impulse_metric,1763,0.4522879719734192,0.25416409969329834,1.2393046021461487,0.9851405024528503
ppo_rnn,roll_deg,1737,3.7738297805937853,-5.704095881552749,14.271065553716342,19.97516143526909
ppo_rnn,pitch_deg,1737,1.6633696289515452,-4.586676933338663,9.624952314220229,14.211629247558893
ppo_rnn,yaw_deg,1737,8.893302450328463,-58.056894813053525,82.74425839822777,140.8011532112813
ppo_rnn,landing_error_xy_m,1737,3.0379602909088135,1.5592328310012817,8.823925971984863,7.2646931409835815
ppo_rnn,release_to_target_xy_m,1737,3.5058321952819824,2.075624942779541,9.482640266418457,7.407015323638916
ppo_rnn,delta_theta_rad,1737,0.05339037999510765,0.022744163870811462,0.1768200546503067,0.15407589077949524
ppo_rnn,delta_theta_deg,1737,3.0590434403193694,1.3031445983514265,10.13104286473514,8.827898266383713
ppo_rnn,delta_omega_rad_s,1737,0.22870364785194397,0.11256162822246552,0.6576533317565918,0.5450917035341263
ppo_rnn,delta_omega_deg_s,1737,13.103753781162606,6.449306232267928,37.68076029236966,31.231454060101733
ppo_rnn,impulse_metric,1737,0.42739027738571167,0.2275146096944809,1.096888542175293,0.8693739324808121
