method,n_drop,landing_mean_m,landing_p90_m,roll_abs_mean_deg,pitch_abs_mean_deg,no_drop_rate
PPO,1988,2.2679838509752344,4.508075809478759,13.812049190906757,8.630110435175807,0.006
Proposed,1984,2.1219975159619935,3.8048004865646368,15.189666556535574,7.50397578503447,0.008
PPO-GRU,1984,2.679763405002661,8.279814147949226,14.007208805070976,6.9969564183009645,0.008
MPC,1035,5.681250548881033,15.400204086303711,2.47273676401861,1.3836764576744536,0.4825
