step,rl_mean,rl_std,baseline_mean,baseline_std,pid_mean,pid_std,rl_ema,baseline_ema,pid_ema
15,1.1943535488843917,0.17750497433164777,1.1868809694051743,0.18333442551009682,1.1638037127256393,0.17555966244971388,1.1695920826434623,1.1688982508029622,1.1683615092406694
16,1.195198792219162,0.17405526882421132,1.1911779552698136,0.1819249956130155,1.1610218620300292,0.17383054657976993,1.1698481497392192,1.1691210478476308,1.168288112768563
17,1.197528873682022,0.1734541305097244,1.1872985076904297,0.1793954833749773,1.1633040201663971,0.18196632101375124,1.1701249569786474,1.1693028224460589,1.1682382718425413
18,1.1985928702354431,0.17267548750387435,1.1874638849496841,0.18053520202409895,1.1647025388479233,0.18184029939061494,1.1704096361112153,1.1694844330710952,1.1682029145125952
19,1.200797131061554,0.17181959687691223,1.184083079099655,0.17795130967197656,1.16281960606575,0.18252511707522984,1.1707135110607187,1.1696304195313807,1.1681490814281266
20,1.2019405102729797,0.17151461198649465,1.1795411974191665,0.1713126558187826,1.1619547367095948,0.18254784794869866,1.1710257810528413,1.1697295273102586,1.1680871379809412
21,1.2032140201330186,0.17127546944488886,1.1822402662038802,0.17146027128388414,1.1677712416648864,0.17438180143429602,1.171347663443643,1.1698546346991947,1.1680839790177808
22,1.2046479004621506,0.17108963762143067,1.179971694946289,0.17292402340544594,1.1642721033096313,0.1729766265765353,1.1716806658138281,1.1699558053016657,1.1680458602606993
23,1.2078029525279999,0.16745950261402676,1.1784672927856445,0.17462109247576893,1.1668596982955932,0.1711705666712649,1.1720418886809698,1.1700409201765056,1.1680339986410484
24,1.2139996594190599,0.1656096504100212,1.1839677476882935,0.1789526777473968,1.1670291256904601,0.17166084735517592,1.1724614663883508,1.1701801884516236,1.1680239499115426
25,1.223580527305603,0.1666104627225314,1.182994737625122,0.17901308014408246,1.1648347556591034,0.17450156812059697,1.1729726569975234,1.1703083339433586,1.1679920579690182
26,1.2243610805273055,0.16505359768700756,1.1847810512781143,0.17613561065058086,1.1674999743700027,0.18018075002160397,1.1734865412328213,1.170453061116706,1.167987137133028
27,1.2241277611255645,0.16613032490986898,1.184098801612854,0.17654265227559165,1.165436896085739,0.18309808373815023,1.1739929534317488,1.1705895185216675,1.1679616347225552
28,1.2286283409595489,0.1653574106235721,1.1902012521028518,0.1797161445506036,1.1647635567188264,0.18469272206929502,1.174539307307027,1.1707856358574793,1.167929653942518
29,1.227742925286293,0.1694199415348309,1.1788654977083206,0.17671611742907664,1.1697079688310623,0.17978026580999915,1.1750713434868196,1.1708664344759876,1.1679474370914034
30,1.2307252371311188,0.15472700907099057,1.1805728423595427,0.17931838718026719,1.1738837563991547,0.17801629820896836,1.1756278824232627,1.1709634985548232,1.1680068002844808
31,1.2328428280353547,0.15477797741755514,1.1699155062437057,0.17920974873783543,1.1803132569789887,0.1764356570612809,1.1762000318793835,1.1709530186317119,1.1681298648514258
32,1.226357377767563,0.15753059808351413,1.1588231259584427,0.172442480461017,1.1828679037094116,0.1772500785052857,1.1767016053382653,1.1708317197049793,1.1682772452400056
33,1.2303185886144639,0.15815335739732353,1.153997130393982,0.1730765658641927,1.1881218880414963,0.1762623922770822,1.1772377751710272,1.1706633738118695,1.1684756916680206
34,1.2296071434020996,0.1640550695841775,1.157334337234497,0.1722314880151872,1.1889979869127274,0.17763384972715462,1.177761468853338,1.1705300834460959,1.1686809146204675
35,1.2291902166604995,0.16590495198808922,1.1549087250232697,0.17233315295943286,1.1805389684438705,0.18512612717223428,1.1782757563314097,1.1703738698618675,1.1687994951587015
36,1.2317564332485198,0.16273460406606108,1.1530014061927796,0.17188789485564807,1.1846596628427506,0.18226161799487434,1.1788105631005807,1.1702001452251767,1.168958096835542
37,1.2189559733867645,0.1640204108206464,1.1546955579519271,0.1802139318848748,1.1863649141788484,0.17879142650265578,1.1792120172034426,1.1700450993524443,1.169132165008975
38,1.2165876626968384,0.1667240666448654,1.1549748909473418,0.18931675264333128,1.1840860784053802,0.18045144667533675,1.1795857736583766,1.1698943972683933,1.169281704142939
39,1.2211472821235656,0.16540493599111672,1.1439088439941407,0.1920412157399915,1.186560609936714,0.17783882069460444,1.1800013887430285,1.1696345417356506,1.1694544932008768
40,1.2231597340106963,0.16445747325750415,1.148825027346611,0.19066589225423342,1.1865045005083084,0.1723699481583063,1.1804329721957052,1.1694264465917603,1.169624993273951
41,1.2222343456745148,0.16338747787818364,1.1512840485572815,0.18757855786306057,1.1880555176734924,0.1711588520422005,1.1808509859304934,1.1692450226114155,1.1698092985179465
42,1.2149268996715545,0.16455336368076517,1.1506967860460282,0.18794473863979963,1.1814192861318589,0.17810140897398163,1.181191745067904,1.1690595402457615,1.1699253983940856
43,1.2084374195337295,0.1634455695005775,1.1505146628618241,0.18918265530210962,1.1782677459716797,0.1773181766352687,1.1814642018125623,1.1688740914719222,1.1700088218698614
44,1.2009906059503554,0.1709619307778857,1.155986611843109,0.19086560961559645,1.1690683418512344,0.18118568248756067,1.1816594658539403,1.168745216675634,1.1699994170696753
45,1.1985894912481307,0.17433958174105343,1.1388134825229645,0.1877452292092889,1.1646351557970047,0.1770537350743502,1.1818287661078823,1.1684458993341074,1.1699457744569486
46,1.1909318327903748,0.1749656504991855,1.1401988935470582,0.18615544508642395,1.1594014012813567,0.16593970329056562,1.1819197967747073,1.1681634292762368,1.1698403307251928
47,1.1902471655607223,0.1671711937418841,1.1449502664804458,0.18952387619435715,1.1582884973287582,0.16825146679507771,1.1820030704625675,1.167931297648279,1.1697248123912283
48,1.199943392276764,0.1621142238466641,1.14457390666008,0.18979202759643285,1.1575519460439683,0.1676143415990914,1.1821824736807094,1.167697723738397,1.1696030837277556
49,1.1968085610866546,0.15840161954120408,1.1410016578435898,0.19293292298131842,1.1574617254734039,0.1677206099933995,1.1823287345547688,1.167430763079449,1.169481670145212
50,1.1951850128173829,0.1587006722491333,1.1446270006895065,0.1948088171966808,1.1564944189786912,0.16691829652673654,1.182457297337395,1.1672027254555495,1.1693517976335468
51,1.1989480793476104,0.15846154412873126,1.1362531101703643,0.19012561095737127,1.1534243816137313,0.1662878295805833,1.1826222051574973,1.1668932293026977,1.1691925234733485
52,1.1989116632938386,0.1606796042158412,1.1433421194553375,0.19475381704869638,1.1502177923917771,0.16496077453609273,1.1827850997388607,1.1666577182042241,1.1690027761625328
53,1.2037643098831177,0.16646044443602453,1.1500674021244048,0.1930132843695792,1.1557033687829972,0.1552302487527602,1.1829948918403033,1.1664918150434258,1.1688697820887373
54,1.1975513529777526,0.16932796522421922,1.1475321137905121,0.19105245532682935,1.157844729423523,0.1562367601869122,1.1831404564516776,1.1663022180308966,1.1687595315620851
55,1.1919742226600647,0.16363634151015816,1.1413243186473847,0.18804684554218556,1.1547631645202636,0.15142106444418077,1.1832287941137616,1.1660524390370617,1.1686195678916669
56,1.1908503806591033,0.16509947981388304,1.147837284207344,0.18728362265133927,1.1562561446428299,0.15005965205281036,1.183305009979215,1.1658702874887645,1.1684959336591785
57,1.1857351952791213,0.16899862176971572,1.1425768899917603,0.18532397261617875,1.1542164343595505,0.14936248489899084,1.1833293118322141,1.1656373535137945,1.1683531386661823
58,1.1940115660429,0.1686434886871915,1.1482460111379624,0.18585451460915262,1.1467045825719833,0.1513737598253326,1.1834361343743212,1.165463440090036,1.1681366531052402
59,1.1979001837968826,0.1669430151237572,1.1457255470752716,0.18526916869448687,1.147222273349762,0.15332686770739087,1.1835807748685467,1.1652660611598886,1.1679275093076853
60,1.1932796895503999,0.1725955351058371,1.1512563443183899,0.17931594509765025,1.1494246196746827,0.15275028142825928,1.1836777640153653,1.1651259639914735,1.1677424804113554
61,1.1912126332521438,0.16355747618672103,1.1508835113048554,0.17964682836107537,1.1500449645519257,0.15642335493229773,1.1837531127077332,1.1649835394646073,1.1675655052527611
62,1.1881999611854552,0.15975721712154783,1.147767392396927,0.17980287700210168,1.1467502802610396,0.15752775597251195,1.1837975811925106,1.1648113779939304,1.1673573530028438
63,1.1876401591300965,0.1593629115042643,1.151548485159874,0.17514691299105553,1.1508610826730727,0.16265142762492169,1.1838360069718863,1.1646787490655899,1.1671923902995462
64,1.1839172101020814,0.1605830696409335,1.1530719685554505,0.17572744307649893,1.1520617067813874,0.16218363685030357,1.1838368190031883,1.1645626812604886,1.1670410834643647
65,1.1833801251649856,0.1601114937563406,1.1542671263217925,0.1790192594775955,1.157464278936386,0.1673322154481414,1.1838322520648064,1.1644597257111016,1.166945315419085
66,1.1773982840776442,0.15762169666950476,1.1521041136980057,0.17899069549729096,1.1579887807369231,0.16957125638692713,1.1837679123849347,1.1643361695909706,1.1668557500722634
67,1.1703771030902863,0.1510617055797172,1.1474979329109192,0.1788887811492005,1.1597760379314423,0.1709185127988987,1.1836340042919884,1.16416778722417,1.1667849529508552
68,1.1713785523176192,0.15036081896129525,1.1460621982812882,0.17760606144492938,1.1586906176805496,0.17319835508821232,1.1835114497722445,1.1639867313347412,1.166704009598152
69,1.1611802226305008,0.1512813783503468,1.150042872428894,0.17663756106335768,1.1576489931344986,0.17373551603688706,1.183288137500827,1.1638472927456829,1.1666134594335156
70,1.1535084229707717,0.156139654511675,1.13963141977787,0.18017267390137065,1.1555813080072403,0.17410516396985137,1.1829903403555264,1.1636051340160047,1.1665031379192528
71,1.1587399023771285,0.1567461467032082,1.1340019333362579,0.18184819155981935,1.1556408822536468,0.17587195413711948,1.1827478359757426,1.1633091020092072,1.1663945153625965
72,1.1607308101654052,0.15483827292054655,1.1329257035255431,0.1796776511622157,1.1551770013570786,0.178052383679728,1.1825276657176393,1.1630052680243705,1.1662823402225413
73,1.1548233896493911,0.157182262240324,1.1319405448436737,0.17985830955016932,1.150509040951729,0.17936723818681075,1.1822506229569567,1.1626946207925635,1.1661246072298332
74,1.1595573031902313,0.15552867991935812,1.1275620555877686,0.17963334186769606,1.1503549349308013,0.1755197518570626,1.1820236897592895,1.1623432951405155,1.165966910506843
75,1.158773171901703,0.15772949595845676,1.1283054172992706,0.17608329993986335,1.1589019227027892,0.17263576597433122,1.1817911845807136,1.162002916362103,1.1658962606288024
76,1.1618403524160386,0.15890833999005216,1.1235272943973542,0.17974992054878272,1.150801505446434,0.16649828070778241,1.181591676259067,1.1616181601424556,1.1657453130769788
77,1.166535500884056,0.15583822515055534,1.125129218697548,0.17873022493293217,1.1568384313583373,0.16411533106629866,1.181441114505317,1.1612532707280063,1.1656562442597924
78,1.1753181785345077,0.16063002998708395,1.1203964579105377,0.17447735251325014,1.1575588929653167,0.1640252508644914,1.181379885145609,1.1608447025998316,1.1655752707468476
79,1.176774373650551,0.16050469785603952,1.1136354774236679,0.1749853573868026,1.154988254904747,0.16367267353970133,1.1813338300306584,1.16037261034807,1.1654694005884265
80,1.1806144660711289,0.16144739466697886,1.1087146669626236,0.17169138784814786,1.1542361563444137,0.16294297422520349,1.1813266363910633,1.1598560309142156,1.1653570681459864
81,1.1758477807044982,0.16368595929668195,1.1190766566991805,0.16932423267632565,1.1522286480665207,0.16219486611294562,1.1812718478341977,1.1594482371720654,1.1652257839451918
82,1.1695742422342301,0.16505306875013961,1.117182205915451,0.16876681655490125,1.1487071543931962,0.1634005470307613,1.181154871778198,1.1590255768594993,1.1650605976496717
83,1.1673594707250594,0.1628601677535039,1.106245921254158,0.17553647790088403,1.1530791670084,0.16267470334177667,1.1810169177676666,1.158497780303446,1.164940783343259
84,1.1717109847068787,0.16207701410701345,1.104176931977272,0.1736453534261066,1.1523841482400894,0.16389089258981554,1.1809238584370587,1.157954571820184,1.1648152169922272
85,1.1752528578042984,0.15700723157983898,1.1038635528087617,0.17297494493166501,1.1539438331127168,0.16906780646780661,1.1808671484307312,1.1574136616300699,1.164706503153432
86,1.170046375989914,0.15565256336160965,1.1039402109384537,0.17231847954797858,1.159269513487816,0.17096856455646203,1.180758940706323,1.1568789271231537,1.1646521332567759
87,1.1643927985429763,0.1526034027145502,1.1133462184667586,0.17629076356481754,1.1554819184541703,0.17192435169989534,1.1805952792846894,1.1564436000365896,1.1645604311087498
88,1.1624322980642319,0.15238064189168604,1.1115941405296326,0.17455267436406133,1.154731406569481,0.17416768992214926,1.1804136494724848,1.15599510544152,1.164462140863357
89,1.1695915788412095,0.1614540042402381,1.1150256931781768,0.17504748644458767,1.1556008303165435,0.17226186833446733,1.180305428766172,1.1555854113188866,1.1643735277578888
90,1.164454020857811,0.16076732674506714,1.117146601676941,0.17031281941268497,1.1550803273916244,0.17067675933021798,1.1801469146870884,1.1552010232224672,1.1642805957542262
91,1.1721164172887801,0.15555968890149993,1.1282860696315766,0.1749365664112866,1.1565252071619034,0.1687856367690258,1.1800666097131054,1.1549318736865584,1.164203041868303
92,1.1697783935070039,0.14973922828543706,1.1282390749454498,0.1737500618733567,1.1633927863836289,0.16699539716150938,1.1799637275510444,1.1546649456991473,1.164194939313456
93,1.1692418241500855,0.15105460004376262,1.1311831724643708,0.17102302546323622,1.1572785842418671,0.1665237743744236,1.1798565085170347,1.1544301279667994,1.1641257757627401
94,1.170859689116478,0.152655121871195,1.129570524096489,0.1704773028772228,1.161584495306015,0.16561545345281464,1.179766540323029,1.1541815319280961,1.1641003629581728
95,1.1567740446329118,0.15243972370187298,1.1298656368255615,0.1705552189510165,1.1576122683286667,0.1656047832061627,1.1795366153661277,1.1539383729770707,1.1640354820118777
96,1.16019101023674,0.15508233104961586,1.136638246178627,0.17630222213975347,1.1595053666830062,0.16576846698370115,1.1793431593148338,1.153765371709086,1.163990180858589
97,1.164486476778984,0.15174929829732123,1.1359344398975373,0.1754565554460921,1.160360180735588,0.167972908037746,1.1791945924894753,1.1535870623909708,1.163953880857359
98,1.169364150762558,0.15662049630631183,1.1370189678668976,0.17054277471889667,1.1602993881702424,0.1703898840255895,1.1790962880722062,1.1534213814457301,1.163917335930488
99,1.1598030298948288,0.1630690723667909,1.137233624458313,0.17094171029632663,1.157597850561142,0.1689170635916223,1.1789033554904325,1.153259503875856,1.1638541410767946
100,1.1522648108005524,0.16742738252591086,1.1364692902565003,0.17581005633387412,1.1570704287290574,0.16916682905765879,1.1786369700435337,1.1530916017396624,1.1637863039533172
101,1.1620042413473128,0.172741503668168,1.131009355187416,0.17141383305693708,1.1564149951934815,0.1648734079413286,1.1784706427565714,1.15287077927414,1.1637125908657187
102,1.1633588165044784,0.17391025214531627,1.130097789168358,0.17066754514234778,1.1561650604009628,0.16506916380378386,1.1783195244940505,1.152643049373082,1.1636371155610712
103,1.166904125213623,0.17520189680588538,1.129150241613388,0.16969566040564757,1.1494258320331574,0.16204551710259918,1.1782053705012463,1.152408121295485,1.1634950027257922
104,1.17105861723423,0.17247088956045825,1.1238202035427094,0.16752576759588392,1.1460512578487396,0.15928141769734183,1.1781339029685762,1.1521222421179573,1.1633205652770218
105,1.1729580962657928,0.1730400683506497,1.1242356777191163,0.16748638803756036,1.1460767263174056,0.15764384791190902,1.1780821449015484,1.1518433764739688,1.1631481268874257
106,1.1779569107294083,0.17174821490155784,1.119451460838318,0.16526626823261975,1.1395972961187362,0.1558664184895688,1.178080892559827,1.1515194573176124,1.162912618579739
107,1.180246141552925,0.17171038008781228,1.1314429956674577,0.17106162950758275,1.1326218926906586,0.15626388323659576,1.178102545049758,1.1513186927011108,1.162609711320848
108,1.1876813864707947,0.17383276036871578,1.1310860961675644,0.17164574215574918,1.1243596059083938,0.1542405921477228,1.1781983334639685,1.1511163667357753,1.1622272102667235
109,1.1898592787981033,0.17245794515151364,1.1287421172857284,0.17614752064215475,1.127975270152092,0.1604648306504817,1.1783149429173099,1.150892624241275,1.161884690865577
110,1.1859584528207778,0.1721156423505801,1.1276882934570311,0.17808767616826635,1.1289069157838822,0.1613028802834423,1.1783913780163444,1.1506605809334325,1.1615549131147602
111,1.181616718173027,0.16983760915348062,1.1276987850666047,0.17328176153843744,1.1242838299274445,0.1638577479246037,1.1784236314179113,1.1504309629747642,1.161182202282887
112,1.188321876525879,0.17146463290212102,1.126144636273384,0.17408879997818186,1.1272002571821214,0.1657322947053349,1.178522613868991,1.1501880997077505,1.1608423828318792
113,1.1892030376195908,0.1770982662679241,1.128205422759056,0.18281919779919562,1.1279763048887252,0.16842042474364796,1.1786294181064971,1.1499682729382636,1.1605137220524477
114,1.1946204388141632,0.17687565593005242,1.1271350836753846,0.18359459554911334,1.1230540657043457,0.16681359293886105,1.1787893283135737,1.1497399410456348,1.1601391254889666
115,1.195306631922722,0.1767528190246868,1.1272606933116913,0.18339627131119526,1.1106695282459258,0.1609301257206692,1.1789545013496654,1.1495151485682953,1.1596444295165362
116,1.1960543668270112,0.1753495292088794,1.1212802797555923,0.17383437336240595,1.1091129136085511,0.16200568199982082,1.179125500004439,1.1492327998801684,1.1591391143574565
117,1.1922385025024413,0.17838045425931742,1.1195671302080155,0.17310822742176837,1.1043006926774979,0.16232034088579442,1.1792566300294192,1.1489361431834468,1.158590730140657
118,1.1825430560112,0.1824098166046452,1.1144064700603484,0.1741182418035485,1.1048073369264602,0.16387574932718385,1.179289494289237,1.1485908464522159,1.158052896208515
119,1.1760586255788803,0.1882277992056664,1.1133795636892319,0.17484744398679328,1.1016499876976014,0.16349254702224297,1.1792571856021332,1.148238733624586,1.1574888671234058
120,1.1869293522834778,0.18885123356158617,1.1150063067674636,0.1742909981591138,1.1088509273529052,0.1617601149388084,1.1793339072689466,1.1479064093560147,1.1570024877257008
121,1.1846924120187758,0.1917424366425861,1.1126022684574126,0.17459883682070537,1.1090997302532195,0.16152564440105066,1.179387492316445,1.1475533679470287,1.156523460150976
122,1.1894600319862365,0.18777881892336382,1.1063769775629044,0.17322009668790517,1.1092842811346053,0.16135352747260137,1.1794882177131427,1.1471416040431874,1.1560510683608123
123,1.199637176990509,0.17603067890419455,1.1148473250865936,0.17139977522361496,1.1098313331604004,0.16130945953301118,1.1796897073059165,1.1468186612536215,1.1555888710088082
124,1.1947615033388137,0.17956456631627668,1.1121561110019684,0.16488192629156526,1.1073206740617751,0.15976160935676126,1.1798404252662456,1.1464720357511051,1.155106189039338
125,1.1912867558002471,0.18090051589146022,1.1115423518419265,0.1646126083729875,1.1050691848993301,0.1610531622634764,1.1799548885715856,1.1461227389120132,1.1546058189979378
126,1.1907573992013931,0.18167854825363391,1.112462363243103,0.16191335586297106,1.106870529651642,0.15806354961701063,1.1800629136778837,1.145786135155324,1.1541284661044748
127,1.1940373575687409,0.18077085810795004,1.1101328557729722,0.1619831066604409,1.1124337726831437,0.1481125506246503,1.1802026581167921,1.1454296023615005,1.1537115191702616
128,1.1959900003671646,0.17938991150552125,1.1081989264488221,0.16242886393336195,1.1096668994426728,0.14989143068914945,1.1803605315392958,1.1450572956023737,1.1532710729729858
129,1.1963736933469773,0.18004004719742486,1.1048629295825958,0.15804690145355063,1.1083707171678543,0.1500400961471674,1.1805206631573726,1.144655351942176,1.1528220694149345
130,1.1921976733207702,0.1832320927924765,1.099829603433609,0.16551802286555248,1.1017027789354323,0.1465480848055357,1.1806374332590066,1.1442070944570903,1.1523108765101395
131,1.1837477380037307,0.17814797903356952,1.0982759273052216,0.16333901238208584,1.107591483592987,0.15395681169652523,1.180668536306454,1.1437477827855718,1.151863682580968
132,1.1801099306344986,0.17862895086616457,1.0992469382286072,0.16110106669725885,1.105810443162918,0.1543920039022542,1.1806629502497346,1.1433027743400022,1.1514031501867874
133,1.176704694032669,0.176970918392015,1.1001414453983307,0.16095422414760194,1.1029270017147064,0.15580468510219458,1.1806233676875637,1.1428711610505855,1.1509183887020666
134,1.1697639709711074,0.17671122044818158,1.099680010676384,0.16127076088361603,1.1026920926570893,0.15556008610113417,1.1805147737203991,1.1424392495468436,1.150436125741617
135,1.1740217995643616,0.1706191012493372,1.0987106430530549,0.16186131686912136,1.1099656027555467,0.1632500020657649,1.1804498439788387,1.1420019634819056,1.1500314205117563
136,1.1739815253019332,0.1717558620490438,1.0990953433513642,0.16049154222510617,1.1095931893587112,0.16437591599645346,1.1803851607920695,1.1415728972806003,1.1496270382002258
137,1.1687869346141815,0.17311481128659392,1.102807126045227,0.16465952044719226,1.1069780445098878,0.16460437174941778,1.1802691785302906,1.1411852395682465,1.1492005482633225
138,1.168907169699669,0.1704019582868195,1.1020835089683532,0.16465151926563265,1.1042185187339784,0.16291980224569097,1.1801555584419843,1.1407942222622474,1.1487507279680291
139,1.1643866747617722,0.17142021091432522,1.0998013299703597,0.1638768507231337,1.099951376914978,0.16130453325480143,1.1799978696051823,1.1403842933393284,1.1482627344574987
140,1.1605890280008315,0.16870960952442596,1.1006055039167404,0.16085018900932843,1.1072427541017533,0.16695131075253994,1.1798037811891386,1.1399865054451026,1.1478525346539412
141,1.1609030431509018,0.17113346761648848,1.1030463713407517,0.16274536569119924,1.105138405561447,0.16695937723119775,1.1796147738087563,1.139617104104059,1.1474253933630163
142,1.1546794390678405,0.17386892732892908,1.104472678899765,0.16289859210281427,1.1039770948886871,0.1665234626206009,1.179365420461347,1.139265659852016,1.1469909103782732
143,1.1569680905342101,0.17253797303522134,1.1042776757478714,0.16300516007541538,1.0997167491912843,0.1669494047593622,1.1791414471620756,1.1389157800109748,1.1465181687664034
144,1.1638633811473846,0.16704498519085326,1.1064902794361116,0.16099128630421128,1.1020461064577103,0.161927261020052,1.1789886665019287,1.1385915250052263,1.1460734481433166
145,1.160604448914528,0.16745758717077636,1.1064248037338258,0.1614790230081169,1.1093106722831727,0.15715249021192174,1.1788048243260547,1.1382698577925123,1.145705820384715
146,1.1572664719820023,0.17018111519396364,1.1036466497182846,0.16390501317655393,1.109708977341652,0.15775824437161579,1.178589440802614,1.1379236257117702,1.1453458519542845
147,1.1613415044546127,0.16829470841774302,1.1037652391195296,0.1624881336475541,1.1144200813770295,0.1597048316120889,1.178416961439134,1.1375820418458478,1.145036594248512
148,1.1631419467926025,0.17404693037993163,1.0961704576015472,0.16213311027911306,1.1141063523292543,0.1598359056437253,1.1782642112926687,1.1371679260034049,1.1447272918293192
149,1.1566718780994416,0.16912638443675085,1.099596912264824,0.164779742580428,1.1136403226852416,0.16022551529319037,1.1780482879607364,1.136792215866019,1.1444164221378783
150,1.1543733382225037,0.1681415831435683,1.0942272692918777,0.16198531664377952,1.1106703513860703,0.15876350494667046,1.177811538463354,1.1363665664002776,1.1440789614303604
151,1.1466197735071182,0.16910047158787012,1.0905709230899812,0.16364649796181474,1.1148359817266464,0.16025738117906335,1.1774996208137918,1.1359086099671745,1.1437865316333233
152,1.15338896214962,0.15893049766490122,1.0962193286418915,0.15568904511601614,1.113614161014557,0.15685462031625605,1.17725851422715,1.1355117171539217,1.1434848079271358
153,1.1510919845104217,0.15889842765905443,1.0927097475528718,0.15705797492761453,1.1143070071935655,0.1566365994664867,1.176996848929983,1.1350836974579113,1.1431930299198
154,1.1429937303066253,0.1590966145092259,1.0865867483615874,0.15061545384306213,1.1145180946588515,0.1563654926308953,1.1766568177437493,1.134598727966948,1.1429062805671906
155,1.1417776185274124,0.16012408471442044,1.0853758305311203,0.15179006977105786,1.1138895225524903,0.15262380154152386,1.1763080257515859,1.1341064989925898,1.1426161129870436
156,1.139861232638359,0.15542680425667163,1.084319499731064,0.15294520124170383,1.114153631925583,0.15524107445093177,1.1759435578204536,1.1336086289999745,1.1423314881764288
157,1.1420092344284059,0.15553715446464572,1.083885623216629,0.15465829092626773,1.1152638107538224,0.158269713053853,1.175604214586533,1.133111398942141,1.1420608114022026
158,1.1431344431638717,0.15506566418155565,1.0872646570205688,0.15179731604420468,1.1076547360420228,0.15836315173438412,1.1752795168723065,1.1326529315229252,1.1417167506486008
159,1.1358470833301544,0.15651969189621368,1.082366646528244,0.14937747807627727,1.1114930826425553,0.1637871471329436,1.174885192536885,1.1321500686729784,1.1414145139685403
160,1.1357883733510972,0.15720310475859564,1.0825165128707885,0.15420826062165832,1.1136009430885314,0.16497307041974674,1.1744942243450271,1.1316537331149565,1.1411363782597401
161,1.140146878361702,0.15660769013078282,1.0859927195310592,0.1529610229230476,1.1056944751739501,0.16690305409560244,1.1741507508851938,1.1311971229791176,1.1407819592288821
162,1.1427680748701095,0.15709196397849767,1.085083975791931,0.15718815541820694,1.1061712116003037,0.16503082903582317,1.1738369241250428,1.1307359915072457,1.1404358517525963
163,1.1408358538150787,0.15770958579810793,1.0832566285133363,0.15884895879035577,1.1037847685813904,0.16611435525304938,1.1735069134219431,1.1302611978773067,1.1400693409208842
164,1.1375543761253357,0.15946760552084882,1.087797924876213,0.15855610662537198,1.1037727028131485,0.16103487315987622,1.173147388048977,1.1298365651472957,1.1397063745398068
165,1.1336375319957732,0.15981629942671663,1.086357519030571,0.15419599047610752,1.1078600549697877,0.15201039431518437,1.172752289488445,1.1294017746861285,1.1393879113441066
166,1.1353212809562683,0.15972796875451264,1.0833687442541122,0.15191408954046526,1.1049289506673814,0.15415463409309446,1.172377979403123,1.1289414443818084,1.1390433217373392
167,1.135540810227394,0.1567121301286175,1.0813801437616348,0.14854551679855865,1.110664452314377,0.15597995401460443,1.1720096077113658,1.1284658313756069,1.1387595330431097
168,1.1453488022089005,0.1549449554419651,1.0818972098827362,0.14993035681517763,1.1131181067228317,0.15578784400952908,1.171742999656341,1.1280001451606783,1.1385031187799068
