step,rl_mean,rl_std,rl_ema,baseline_mean,baseline_std,baseline_ema,pid_mean,pid_std,pid_ema
126,4.792086436152458,1.6860442693058657,4.774210061231313,3.1853437219560146,2.2869676158516747,4.10788543583295,3.2605426017940045,2.0861057798925975,4.234181180163057
127,4.755980520844459,1.6775064295991844,4.774027765827444,3.1939418843388556,2.320857632020525,4.098746000318009,3.2572698088735343,2.1274977436607414,4.224412066450162
128,4.754378698468209,1.6529129042106645,4.773831275153852,3.1746176317334176,2.3488853008481696,4.089504716632163,3.2382713867723942,2.103863027519735,4.214550659653384
129,4.770318197011948,1.663537569632918,4.773796144372433,3.0115796642005446,2.1312528937759825,4.078725466107847,3.2308667194843292,2.113128448042151,4.204713820251693
130,4.81129364490509,1.7413071054867182,4.77417111937776,3.0032772429287435,2.1189483080656752,4.067970983876055,3.13567054271698,2.0493970005536406,4.194023387476346
131,4.716860367655754,1.701717797160367,4.77359801186054,2.9150951225310564,2.036235531688048,4.056442225262605,3.146752593666315,2.055082279172109,4.1835506795382456
132,4.717836046218872,1.7146986123476842,4.773040392204123,3.0112062853574755,2.079402688038781,4.045989865863553,3.123222981095314,2.0683472746505864,4.172947402553817
133,4.762949938774109,1.6980253464824697,4.772939487669824,3.0858467750251295,2.1082171404055043,4.036388434955168,3.138932761102915,2.1353174727185524,4.1626072561393075
134,4.724421354532242,1.6473394895550142,4.772454306338449,3.0641080640256404,2.1036413482140297,4.026665631245874,3.160189277678728,2.1896482626294853,4.152583076354701
135,4.7547079277038575,1.6711573608021855,4.772276842552103,3.0723680378496647,2.127724927028834,4.017122655311911,3.1737869337201117,2.2373789602449636,4.142795114928355
136,4.719500806331634,1.6625633331309155,4.771749082189899,3.0867631208896635,2.14633913014731,4.007819059967688,3.1651198111474512,2.253529844099412,4.133018361890547
137,4.727398202419281,1.6546804503767656,4.771305573392193,3.127533967643976,2.2011232195110453,3.999016209044451,3.15562729164958,2.2732220158175886,4.123244451188137
138,4.753377629518509,1.6477348056404482,4.771126293953456,3.1236887967586515,2.2162483927462486,3.990262934921593,3.1847400057315824,2.329404570477275,4.113859406733572
139,4.803341771364212,1.621788834806559,4.771448448727564,3.0989751432836057,2.2107744361057153,3.981350057005213,3.1911427266150714,2.349129879768078,4.1046322399323865
140,4.7928978848457335,1.5835668875410718,4.771662943088745,3.0867191700264813,2.2075716868329933,3.9724037481354255,3.2009839191287757,2.3688708571016823,4.09559575672435
141,4.700292472839355,1.6087304422773159,4.770949238386251,3.0425815537571905,2.112931932340539,3.9631055261916432,3.224550200402737,2.408480933752312,4.086885301161134
142,4.702515777945519,1.576940069738574,4.770264903781843,3.0470719055086373,2.1268585315932933,3.9539451899848133,3.2377829566597938,2.420294168246592,4.078394277716121
143,4.724808320403099,1.5620474177389283,4.769810337948056,3.0616500509530304,2.1396604783784916,3.9450222385944955,3.2062698060274126,2.3419136390535007,4.069673032999233
144,4.7462005770206455,1.5285413682844347,4.769574240338782,3.034813397526741,2.082870093337349,3.9359201501838177,3.183394960910082,2.30255723927711,4.060810252278341
145,4.6470895195007325,1.4374885310522918,4.768349393130402,3.0542113000154494,2.0863704315851965,3.9271030616821343,3.1700086054205894,2.288400736880839,4.051902235809764
146,4.675435239076615,1.4317498747039479,4.767420251589864,3.0597648972272875,2.0643350656514556,3.918429680037586,3.141238343566656,2.265734487641357,4.042795596887333
147,4.699873913526535,1.4264952446330013,4.76674478820923,3.0928572809696195,2.0918245230318573,3.9101739560469064,3.194631543457508,2.314215525605826,4.034313956353035
148,4.724930025339127,1.4448949109343807,4.766326640580529,3.0651115184277296,2.0531219375677434,3.901723331670715,3.205319436788559,2.3278649250477583,4.02602401115739
149,4.694613699913025,1.4526261492592658,4.765609511173855,3.1120483888685704,2.1266268381323608,3.8938265822426934,3.217678759843111,2.3452920326336804,4.017940558644248
150,4.731966412067413,1.4519817129721784,4.76527308018279,3.10584958717227,2.1358979734906782,3.885946812291989,3.1963542183488607,2.3095211282538344,4.009724695241294
151,4.711788085699081,1.4439491446038395,4.764738230237953,3.0576851999759675,2.0891287386162265,3.8776641961688285,3.2203704508021476,2.3415338502554937,4.001831152796902
152,4.676798511743545,1.4597789242513366,4.763858833053009,3.0870281758159397,2.1590560392057365,3.8697578359652995,3.1796376086771487,2.2366502445267145,3.9936092173557047
153,4.698221523761749,1.4667540848589946,4.763202459960096,3.0064286608994006,2.1101288417614636,3.8611245442146407,3.175705939382315,2.2525520336529743,3.9854301845759705
154,4.6413608682155605,1.4931854323550877,4.761984044042651,2.9653700037300585,2.0830023827205646,3.852166998809795,3.1812202158942817,2.2626276363493685,3.977388084889154
