step,rl_roll_raw,rl_pitch_raw,rl_yaw_raw,baseline_roll_raw,baseline_pitch_raw,baseline_yaw_raw,pid_roll_raw,pid_pitch_raw,pid_yaw_raw,rl_roll_ema,rl_pitch_ema,rl_yaw_ema,baseline_roll_ema,baseline_pitch_ema,baseline_yaw_ema,pid_roll_ema,pid_pitch_ema,pid_yaw_ema
10,3.785426139831543,5.569462299346924,20.463464736938477,5.968051910400391,4.999932765960693,17.26485252380371,5.984951972961426,5.85087776184082,18.121658325195312,1.061703518453905,1.696251489662419,18.30583682985537,1.7897632228278273,1.7221679082591221,18.100387207789417,1.9227613549477236,2.1289316801044595,18.14013266432383
11,4.090235233306885,4.960972309112549,20.61251449584961,5.868646144866943,4.016995906829834,17.267080307006836,6.208662509918213,4.997779369354248,18.287452697753906,1.0919888356024348,1.7288986978569203,18.32890360651531,1.8305520520482186,1.7451161882448294,18.09205413878159,1.9656203664974286,2.1576201569969577,18.14160586465813
12,4.480213165283203,4.862730979919434,20.646394729614258,6.049366474151611,3.0030219554901123,17.4665584564209,6.956731796264648,4.640194892883301,18.91374397277832,1.1258710788992423,1.7602370206775453,18.3520785177463,1.8727401962692525,1.7576952459172823,18.085799181957984,2.015531480795101,2.1824459043558213,18.14932724573933
13,4.965956211090088,5.155916690826416,21.389766693115234,6.6221537590026855,2.927550792694092,17.769412994384766,7.5343546867370605,4.507595539093018,19.312395095825195,1.1642719302211506,1.794193817379034,18.38245539949999,1.9202343318965869,1.7693938013850503,18.082635320082254,2.0707197128545207,2.205697400703193,18.160957924240186
14,5.587044715881348,5.571628570556641,21.267356872558594,7.262063026428223,3.505248546600342,18.168930053710938,7.353051662445068,4.420888423919678,19.742109298706055,1.2084996580777527,1.83196816491081,18.411304414230575,1.9736526188419032,1.7867523488372032,18.08349826741854,2.123543032350426,2.227849310935358,18.176769437984845
15,6.174132347106934,6.126388072967529,22.004749298095703,7.350662708282471,3.9103033542633057,18.52157211303711,6.867294788360596,4.4634246826171875,19.465526580810547,1.2581559849680446,1.8749123639913772,18.447238863069224,2.027422719736309,1.8079878588914642,18.08787900587473,2.170980549910528,2.250205064652176,18.1896570094131
16,6.74449348449707,6.4748687744140625,22.863698959350586,7.5021467208862305,4.633665084838867,18.275007247924805,6.512632369995117,4.899180889129639,19.274736404418945,1.3130193599633349,1.9209119280956042,18.49140346403204,2.082169959747808,1.8362446311509382,18.089750288295228,2.214397068111374,2.2766948228969506,18.20050780336316
17,7.123444557189941,6.812661170959473,23.48382568359375,7.67197322845459,5.375004768371582,18.694913864135742,6.556778907775879,5.434881687164307,19.850332260131836,1.371123611935601,1.969829420524243,18.541327686227657,2.138067992434876,1.8716322325231447,18.09580192405363,2.2578208865080187,2.3082766915396244,18.217006047930845
18,7.294658660888672,7.073454856872559,24.641128540039062,7.161048889160156,5.933513164520264,18.64302635192871,5.844506740570068,5.95553731918335,20.37105369567871,1.4303589624251316,2.0208656748877263,18.60232569476577,2.1882978014021286,1.9122510418431158,18.101274168332385,2.2936877450486395,2.344749297816062,18.238546524408324
19,7.071992874145508,7.312296390533447,25.995195388793945,6.939479827880859,6.17720890045166,18.40558433532715,5.875768184661865,6.296632766723633,20.62885284423828,1.4867753015423353,2.0737799820441833,18.676254391706053,2.235809621666916,1.9549006204292012,18.10431727000233,2.3295085494447716,2.3842681325051376,18.26244958760662
20,6.817351818084717,7.601985931396484,26.65428352355957,6.640652179718018,6.1848464012146,18.292266845703125,6.18917989730835,6.426535606384277,20.78104019165039,1.5400810667077591,2.1290620415377064,18.756034683024588,2.279858047247427,1.9972000782370554,18.10619676575934,2.3681052629234074,2.424690807243929,18.28763549364706
21,6.591716766357422,7.843223571777344,27.39175033569336,6.451723098754883,5.9986772537231445,18.6390380859375,6.325131893157959,6.13259744644165,20.949644088745117,1.590597423704256,2.186203656840103,18.842391839551276,2.3215766977625014,2.0372148499919165,18.11152517896112,2.407675529225753,2.461769873635906,18.31425557959804
22,6.270772933959961,8.169788360595703,28.522912979125977,6.16192102432251,5.693113327026367,18.280906677246094,5.955183982849121,5.802700996398926,21.177989959716797,1.637399178806813,2.246039503877659,18.939197050947023,2.359980141028102,2.073773834762261,18.11321899394397,2.4431506137619863,2.4951791848635363,18.342892923399226
23,5.997722625732422,7.912765026092529,28.321922302246094,5.5563435554504395,5.332092761993408,18.443634033203125,6.065853118896484,5.39086389541626,21.375375747680664,1.6810024132760693,2.3027067590998076,19.033024303460014,2.391943775172325,2.1063570240345726,18.11652314433656,2.4793776388133315,2.5241360319690638,18.373217751642038
24,6.409049987792969,7.61580753326416,28.78888511657715,5.551424503326416,4.957746982574463,18.441776275634766,5.64408540725708,5.166912078857422,21.67729377746582,1.7282828890212383,2.3558377668414514,19.130582911591183,2.423538582453866,2.1348709236199714,18.119775675649542,2.511024716497769,2.550563792437947,18.406258511900273
25,7.391859531402588,6.782393455505371,29.682464599609375,5.649524211883545,4.6507463455200195,18.485532760620117,5.292962074279785,4.8975300788879395,21.924728393554688,1.7849186554450518,2.4001033237280907,19.236101728471365,2.4557984387481633,2.160029677838972,18.123433246499246,2.5388440900755893,2.5740334553024473,18.44144321071682
26,8.849923133850098,6.612003803253174,30.847732543945312,5.7552642822265625,4.608188629150391,18.762439727783203,4.935714244842529,4.726737022399902,21.892763137817383,1.8555687002291024,2.4422223285233415,19.352218036626105,2.4887930971829473,2.184511267352086,18.129823311312087,2.5628127916232586,2.595560490973422,18.475956409987827
27,12.265057563781738,7.50870418548584,32.19255065917969,6.0455427169799805,4.826517581939697,18.46331024169922,4.955649375915527,4.727888107299805,21.89680290222168,1.959663588864629,2.4928871470929668,19.48062136285164,2.5243605933809175,2.210931330497962,18.133158180615958,2.5867411574661814,2.616883767136686,18.510164874910167
28,18.429304122924805,8.000307083129883,33.81273651123047,6.4096999168396,5.125358581542969,18.826990127563477,5.446134090423584,4.794375419616699,22.03669548034668,2.1243599942052307,2.547961346453336,19.62394251433543,2.5632139866155046,2.240075603008412,18.140096500085434,2.6153350867957554,2.638658683661486,18.545430180964534
29,15.179160118103027,8.066778182983398,37.45341110229492,6.135941028594971,5.364903926849365,19.07626724243164,6.15508508682251,4.866569995880127,22.303184509277344,2.254907995444209,2.603149514818637,19.802237200215025,2.598941257035299,2.271323886246822,18.149458207508896,2.650732586796023,2.6609377967836725,18.58300772424766
30,13.34619140625,8.400015830993652,36.75761413574219,6.341834545135498,5.4054765701293945,19.219877243041992,6.615999698638916,4.8817925453186035,22.671403884887695,2.3658208295522667,2.6611181779803874,19.971790969570296,2.6363701899163012,2.3026654130856476,18.160162397864227,2.690385257914452,2.683146344269022,18.62389168585406
31,15.5635347366333,9.410348892211914,33.70387268066406,6.340656757354736,5.376977920532227,19.45537757873535,7.0522565841674805,5.012673854827881,22.76026725769043,2.497797968623077,2.7286104851227027,20.109111786681233,2.6734130555906854,2.3334085381601137,18.17311454967294,2.7340039711769824,2.7064416193746106,18.66525544157242
32,21.052371978759766,10.26716136932373,35.20851135253906,6.518032073974609,5.385908603668213,19.659250259399414,7.094198226928711,5.4308857917785645,22.942277908325195,2.6833437087244443,2.803995993964713,20.26010578233981,2.7118592457745248,2.363933538815195,18.187975906770202,2.7776059137344995,2.7336860610986498,18.708025666239948
33,25.07541275024414,11.288071632385254,39.13502502441406,6.639754772186279,5.329028606414795,19.663070678710938,6.977137088775635,6.027207374572754,22.4322509765625,2.9072643991396414,2.888836750348919,20.448854974760554,2.7511382010386423,2.393584489491191,18.202726854489608,2.8196012254849108,2.766621274233391,18.745267919343174
34,18.528566360473633,12.602904319763184,42.0892219543457,6.621672630310059,5.210220813751221,19.668710708618164,6.778350353240967,6.387316703796387,22.347871780395508,3.0634774187529814,2.985977426043062,20.665258644556406,2.7898435453313564,2.421750852733791,18.217386693030893,2.8591887167624717,2.802828228529021,18.7812939579537
35,18.128185272216797,11.528999328613281,40.57830047607422,6.485269069671631,5.116790771484375,19.259254455566406,7.553952693939209,6.348745822906494,21.913515090942383,3.21412449728762,3.0714076450687644,20.864389062871584,2.8267978005747594,2.448701251921297,18.22780537065625,2.906136356534239,2.838287404472796,18.812616169283586
36,20.69371223449707,11.848716735839844,38.70679473876953,6.318813800811768,5.189844608306885,19.422128677368164,8.198330879211426,5.871081829071045,22.22176170349121,3.3889203746597145,3.1591807359764754,21.042813119630562,2.8617179605771295,2.4761126854851527,18.23974860372337,2.959058301761011,2.8686153487187784,18.84670762462566
37,27.044464111328125,13.74197006225586,40.89345169067383,6.110741138458252,5.329478740692139,19.494441986083984,8.28636360168457,5.333889961242676,22.764934539794922,3.625475812026399,3.265008629239269,21.241319505340996,2.894208192355941,2.5046463460372226,18.252295537546974,3.012331354760247,2.8932680948440175,18.885889893777353
38,30.249666213989258,12.827425956726074,40.101539611816406,5.955175399780273,5.289510250091553,19.47010040283203,7.776646137237549,5.298660755157471,23.30031394958496,3.8917177160460277,3.360632802514137,21.42992170640575,2.9248178644301843,2.532494985077766,18.264473586199827,3.05997450258502,2.917322021447152,18.93003413433543
39,23.035036087036133,11.975198745727539,41.75071334838867,6.019457817077637,5.204535961151123,19.392738342285156,7.31344747543335,5.659770965576172,23.192541122436523,4.083150899755929,3.446778461946271,21.63312962282558,2.9557642639566586,2.5592153948384997,18.27575623376068,3.102509232313503,2.944746510888442,18.97265920421644
40,23.770164489746094,12.002754211425781,39.98270034790039,6.5667572021484375,5.378763198852539,19.72620391845703,7.927042484283447,5.784924030303955,22.65575408935547,4.280021035655831,3.5323382194410664,21.81662533007633,2.9918741933385764,2.58741087287864,18.290260710607644,3.1507545648332025,2.9731482860825973,19.009490153067834
41,31.870059967041016,14.562068939208984,44.22130584716797,6.5429606437683105,5.647953510284424,20.03921890258789,9.748369216918945,5.339591979980469,22.526477813720703,4.555921424969682,3.642635526638746,22.04067213524725,3.027385057842874,2.6180162992526976,18.307750292527448,3.2167307113540597,2.996812723021576,19.04466002967436
42,37.195682525634766,15.912313461303711,50.55868148803711,6.9036455154418945,5.8047261238098145,20.296846389770508,11.36943531036377,5.060463905334473,22.71962547302246,4.882319035976333,3.7653323059853956,22.325852228775148,3.066147662418864,2.6498833974982685,18.327641253499877,3.2982577573441567,3.017449234844705,19.08140968410784
43,34.46067810058594,16.97223472595215,54.01325988769531,7.2131805419921875,5.894840240478516,20.642919540405273,13.494471549987793,5.658772945404053,23.03847885131836,5.1781026266224295,3.897401330185063,22.642726305364352,3.1076179912145974,2.682332965928071,18.35079403636893,3.400219895270593,3.0438624719502987,19.120980375779947
44,25.294384002685547,14.78278923034668,44.75161361694336,7.160651206970215,5.94953727722168,20.560171127319336,15.747365951538086,7.217123031616211,22.902708053588867,5.379265440383061,4.006255209186679,22.86381517848014,3.1481483233721534,2.715005009041007,18.372887807278435,3.523691355833268,3.085595077546958,19.158797652558036
45,36.126808166503906,16.549182891845703,43.4572639465332,7.170837879180908,5.835920810699463,20.74727439880371,19.24688148498535,9.77807903289795,24.464296340942383,5.68674086764427,4.1316844860132695,23.069749666160675,3.1883752189302412,2.7462141670575915,18.39663167319369,3.680923257124789,3.1525199171004674,19.21185263944188
46,38.51571273803711,16.073158264160156,43.521766662597656,7.240944862365723,5.945277690887451,21.064281463623047,7.385119438171387,5.434133052825928,23.001205444335938,6.015030586348199,4.251099223794738,23.274269836125047,3.228900915364596,2.77820480229589,18.423308171097982,3.717965218935255,3.175336048457722,19.24974616749082
47,30.77370262145996,16.30231475830078,45.27104187011719,7.179641246795654,6.170359134674072,21.470006942749023,7.039466857910156,6.067145824432373,23.385343551635742,6.262617306699316,4.371611379139798,23.49423755646497,3.268408318678907,2.8121263456196717,18.453775158814494,3.751180235325004,3.2042541462174685,19.29110214133227
48,27.48140525817871,13.499326705932617,40.551963806152344,7.203681945800781,6.337806224822998,21.466188430786133,7.252129077911377,6.755181789398193,23.357759475708008,6.47480518621411,4.462888532407726,23.664814818961844,3.3077610549501255,2.8473831444117046,18.48389929153421,3.786189723750868,3.2397634226492755,19.331768714676027
49,26.956748962402344,12.527874946594238,42.02589797973633,7.29627799987793,6.511693954467773,21.850309371948242,9.152639389038086,6.816891670227051,23.100805282592773,6.679624623975992,4.543538396549591,23.848425650569588,3.3476462243994036,2.8840262525122653,18.517563392338353,3.83985422040374,3.2755347051250534,19.369459080355195
50,29.318035125732422,14.550466537475586,46.19607162475586,7.111064434051514,6.760513782501221,22.119068145751953,11.57302188873291,6.298262596130371,23.235151290893555,6.906008728993556,4.643607677958851,24.071902110311452,3.3852804064959248,2.9227911278121548,18.55357843987249,3.9171858970870317,3.3057619840351062,19.408116002460577
51,35.87626647949219,15.130661010742188,46.591434478759766,7.0168890953063965,6.948230266571045,22.42388343811035,13.665596961975098,6.089613437652588,23.8096923828125,7.195711306498542,4.748478211286685,24.297097433995937,3.4215964933840293,2.963045519199744,18.59228148985487,4.014670007735912,3.3336004985712813,19.452131766264095
52,39.54898452758789,13.550381660461426,48.09815216064453,7.464758396148682,6.745864391326904,22.82856559753418,15.23219108581543,7.176867485046387,24.708194732666016,7.519244038709436,4.836497245778432,24.53510798126242,3.4620281124116756,3.0008737079210155,18.63464433093166,4.126845218516707,3.3720331684360323,19.504692395928114
53,29.510746002197266,10.018471717834473,50.87916564941406,8.227021217346191,6.432700157165527,23.178871154785156,15.732270240783691,9.773882865905762,26.2542781829834,7.739159058344315,4.888316990498993,24.798548557943935,3.509678043461021,3.0351919724134606,18.680086599170195,4.2428994687393775,3.43605166541073,19.572188253798664
54,23.129480361938477,12.374727249145508,48.42548751831055,8.836493492126465,6.798203468322754,23.772762298583984,12.435729026794434,12.659584045410156,28.72453498840332,7.893062271380257,4.963181093085458,25.0348179475476,3.5629461979476758,3.0728220873725536,18.731013356164333,4.324827764319928,3.5282869892107245,19.66371172114471
55,18.983646392822266,16.089557647705078,44.93590545654297,8.764710426330566,7.960190773010254,24.032608032226562,19.065929412841797,8.688863754272461,23.939531326293945,8.003968112594677,5.074444858631654,25.233828822637555,3.6149638402315047,3.1216957742289306,18.784029302924957,4.472238780805147,3.5798927568613417,19.706469917196202
56,31.352399826049805,18.215618133544922,43.42069625854492,8.527608871459961,9.50888442993164,23.34847640991211,16.48125457763672,7.250514984130859,23.84130096435547,8.23745242972923,5.205856591380788,25.41569749699663,3.6640902905437893,3.1855676607859578,18.829673773994827,4.592328938773463,3.616598979134037,19.747818227667796
57,38.678565979003906,17.896879196166992,40.560447692871094,13.900729179382324,9.18419361114502,22.04248046875,14.401951789855957,6.747282028198242,24.027082443237305,8.541863565221977,5.3327668174286496,25.567144998955374,3.7664566794321748,3.2455539202895483,18.86180184094238,4.690425167284288,3.647905809624679,19.79061086982349
58,29.036453247070312,13.3184175491333,39.001529693603516,15.683738708496094,7.176036834716797,21.967708587646484,12.291760444641113,6.762429714202881,24.128416061401367,8.74680946204046,5.412623324745696,25.701488845901856,3.885629499722814,3.284858749433821,18.89286090840942,4.766438520057856,3.679051048670461,19.83398892173927
59,31.15403938293457,12.63398551940918,40.199623107910156,14.869436264038086,6.996404647827148,22.310667037963867,8.16928482055664,6.5671868324279785,24.120798110961914,8.970881761249402,5.484836946692331,25.84647018852194,3.995467567365967,3.3219742084177546,18.927038969704967,4.800466983062845,3.7079324065080357,19.876857013631493
60,21.927518844604492,12.612895011901855,42.86388397216797,12.098942756652832,8.457881927490234,23.07328224182129,8.524043083190918,6.569154262542725,24.60455894470215,9.100448132082953,5.556117527344426,26.016644326358403,4.076502319258836,3.3733332856084797,18.968501402426128,4.837702744064125,3.7365446250683827,19.9241340329422
61,22.97433853149414,10.691766738891602,40.27493667602539,8.954328536987305,10.226819038391113,24.18344497680664,8.8041353225708,6.8102874755859375,25.553470611572266,9.239187036077064,5.6074740194598975,26.15922724985507,4.125280581436121,3.4418681431363063,19.020650838169935,4.877367069849192,3.7672820535735583,19.980427398728498
62,23.85695457458496,12.188299179077148,39.30657196044922,9.196442604064941,9.401834487915039,23.14771842956543,8.652399063110352,7.220043659210205,26.37800407409668,9.385364711462143,5.67328227105607,26.290700696961014,4.175992201662409,3.5014678065840936,19.061921514083892,4.915117389781804,3.801809669629925,20.04440316548218
63,26.198816299438477,15.98471736907959,39.85310363769531,12.164299011230469,10.28503704071045,22.381248474121094,8.332714080810547,7.5487284660339355,26.84308433532715,9.553499227341907,5.776396622036306,26.42632472636836,4.25587526975809,3.569303498925357,19.095114783684263,4.949293356692091,3.8392788575939654,20.11238997718063
64,29.479753494262695,17.63776206970215,43.85462951660156,18.104707717895508,9.595924377441406,20.794742584228516,8.110810279846191,7.509791374206543,27.27589988708496,9.752761770011116,5.895010276512965,26.600607774270692,4.394363594239464,3.629569707710518,19.112111061689706,4.980908525923632,3.8759839827600913,20.18402507627967
65,31.862247467041016,14.478510856628418,42.654632568359375,19.766338348388672,7.694911479949951,20.628589630126953,7.761783599853516,7.153841018676758,27.420230865478516,9.973856626981416,5.980845282314119,26.761148022211582,4.5480833417809565,3.670223125432912,19.12727584737408,5.008717276662931,3.908762553119258,20.25638713417166
66,31.369478225708008,12.81131649017334,45.35415267944336,17.414684295654297,9.367762565612793,21.114261627197266,7.6838226318359375,6.859447002410889,27.91791534423828,10.187812842968683,6.049149994392712,26.947078068783902,4.67674935131969,3.727198519834711,19.147145705172314,5.035468330214661,3.9382693976121743,20.333002416272326
67,34.28165817260742,14.741374015808105,41.992130279541016,10.229610443115234,11.007813453674316,24.30399513244629,8.474056243896484,7.201682090759277,28.541248321533203,10.42875129626507,6.136072234606866,27.09752859089147,4.732277962237646,3.800004669173107,19.198714199445053,5.069854209351479,3.9709035245436453,20.415084875324933
68,40.579132080078125,19.366262435913086,44.92526626586914,10.272911071777344,10.58547306060791,27.959667205810547,9.966917991638184,8.906438827514648,29.67816162109375,10.7302551041032,6.268374136619928,27.275805967641247,4.787684293333043,3.867859353087455,19.28632372950871,5.118824847174346,4.020258877573355,20.50771564278262
69,44.77692794799805,18.97968292236328,48.93550491333008,7.849493980407715,6.797961711883545,21.945152282714844,20.773792266845703,10.452232360839844,28.75501823425293,11.07072183254215,6.395487224477362,27.492402957098136,4.818302390203789,3.8971603766754157,19.312912015040773,5.2753745213710594,4.08457861240602,20.590188668697323
70,41.82050704956055,15.517509460449219,54.18556213378906,7.369117259979248,6.95089864730835,22.47719955444336,22.54501724243164,9.09489917755127,30.1953182220459,11.378219684712334,6.48670744683708,27.759334548865045,4.843810538901544,3.9276977593817453,19.344554890434797,5.448070948581666,4.134681818057472,20.686239964230808
71,33.213226318359375,11.177934646606445,44.563194274902344,7.476401329040527,7.113214015960693,22.515592575073242,24.748044967651367,10.752171516418457,33.6956901550293,11.596569751048804,6.533619718834774,27.92737314612542,4.870136446802934,3.9595529219475347,19.376265267281184,5.641070688772364,4.200856715041082,20.816334466138795
72,28.054840087890625,12.813238143920898,45.13416290283203,8.00396728515625,7.089942932128906,22.979970932006836,24.004737854003906,11.242696762084961,34.277984619140625,11.761152454417223,6.596415903085635,28.099441043692483,4.901474755186467,3.9908568220493486,19.41230232392844,5.824707360424679,4.2712751155115205,20.950950967668813
73,22.63786506652832,12.2572021484375,42.45598602294922,8.436247825622559,7.239688396453857,23.723461151123047,19.98995018005371,8.633454322814941,34.7238655090332,11.869919580538335,6.653023765539154,28.24300649348505,4.936822485890827,4.0233451377933935,19.455413912200385,5.966359788620969,4.314896907584555,21.088680113082457
74,26.642911911010742,12.973122596740723,38.814659118652344,8.299586296081543,7.9910969734191895,24.605117797851562,21.49359130859375,7.038393974304199,34.3213005065918,12.017649503843058,6.7162247538511695,28.348723019736724,4.970450123992734,4.063022656149651,19.506910951056895,6.121632103820698,4.3421318782517515,21.22100631701755
75,25.134117126464844,14.45970630645752,43.814151763916016,8.035512924194336,9.522355079650879,25.07483673095703,17.223018646240234,8.778916358947754,27.705612182617188,12.148814180069277,6.793659569377232,28.503377307178518,5.00110075199475,4.117615980384663,19.562590208855895,6.232645969244894,4.386499723058712,21.285852375673546
76,29.96103858947754,13.847983360290527,38.90549850463867,12.343070030212402,10.9190034866333,23.28635025024414,17.73594856262207,7.64326286315918,26.349580764770508,12.326936424163359,6.8642028072863654,28.60739851915312,5.074520444776926,4.185629855447149,19.59982780926978,6.347678995178666,4.419067354459717,21.336489659564513
77,30.835094451904297,11.977361679077148,36.93638229370117,17.113439559936523,8.703509330749512,23.681692123413086,8.553333282470703,8.264120101928711,26.971769332885742,12.512018004440769,6.9153343960042735,28.690688356898598,5.194909635928522,4.2308086502001725,19.64064645241121,6.369735538051587,4.457517881934407,21.392842456297725
78,30.0611629486084,13.502263069152832,35.600502014160156,16.999595642089844,8.26353931427002,24.343894958496094,10.460676193237305,10.279938697814941,28.576229095458984,12.687509453882445,6.981203682735759,28.759786493471214,5.312956495990136,4.2711359568408716,19.687678937472057,6.410644944603444,4.5157420900932115,21.46467632268934
79,23.078868865966797,12.634227752685547,37.35262680053711,13.347166061401367,10.145971298217773,25.57783317565918,18.93210220336914,10.249443054199219,26.10248565673828,12.791423048003288,7.037733923435257,28.84571489654187,5.393298591644248,4.3298843102546405,19.74658047985393,6.535859517191101,4.573079099734271,21.511054416029825
80,20.61066246032715,9.26050090789795,36.63687515258789,9.024823188781738,10.316679000854492,28.458505630493164,18.01592445373535,8.787301063537598,26.464794158935547,12.869615442126527,7.059961593279884,28.92362649910233,5.429613837615623,4.389752257160639,19.83369973136032,6.650660166556544,4.615221319372305,21.56059181345888
81,22.190093994140625,11.520061492919922,37.108428955078125,12.107236862182617,9.581361770629883,30.20962142944336,17.38165855407715,8.25738525390625,27.207216262817383,12.962820227646668,7.104562592276285,29.00547452366209,5.4963900678612925,4.4416683522953315,19.93745894834115,6.75797015043175,4.651642958717644,21.617058057952466
82,22.38827896118164,13.541341781616211,39.02490234375,16.622705459594727,8.506501197814941,30.78999900817871,16.836585998535156,8.622756958007812,28.565847396850586,13.05707481498202,7.168930384169684,29.105668801862972,5.607653221778627,4.482316680750528,20.045984348939523,6.858756308912785,4.691354098710546,21.686545951341447
83,14.135031700134277,14.145133018493652,38.01963806152344,9.904335021972656,7.953315734863281,26.01814842224121,17.069250106811523,8.87384033203125,29.85562515258789,13.067854383833543,7.238692410512924,29.194808494459576,5.650620039780567,4.517026671291656,20.10570598967254,6.960861246891772,4.733178961043753,21.768236743353913
84,23.879236221313477,12.724961280822754,35.64223861694336,12.217089653015137,7.848873615264893,27.179290771484375,22.0119571685791,9.05941104888916,31.286869049072266,13.175968202208342,7.293555099216022,29.259282795684413,5.716284735912913,4.550345140731388,20.176441837490657,7.111372206108646,4.7764412819222075,21.863423066411098
85,25.9298152923584,12.034412384033203,33.73782730102539,16.18001937866211,7.8692145347595215,28.496631622314453,24.30645179748535,9.088050842285156,31.5244197845459,13.303506673109842,7.340963672064193,29.304068240737823,5.820922082340404,4.58353383467167,20.259643735338894,7.283323002022413,4.819557377525837,21.960033033592445
86,31.508392333984375,11.74109935760498,34.10482406616211,18.586090087890625,7.846749305725098,30.09813690185547,16.866783142089844,8.297882080078125,31.058547973632812,13.485555529718587,7.384965028919601,29.352075798992065,5.948573762395907,4.616165989382203,20.35802866700406,7.379157603423087,4.85434062455136,22.05101818299285
87,27.60556983947754,11.673516273498535,38.33917999267578,12.460576057434082,7.6463398933410645,29.592021942138672,13.16136646270752,7.055849075317383,28.708635330200195,13.626755672816177,7.427850541365391,29.441946840928903,6.013693785346289,4.646467728421793,20.450368599755407,7.436979692015931,4.876355709059021,22.11759435446492
88,24.580947875976562,11.73294734954834,42.92396545410156,10.498929977416992,8.034635543823242,27.379756927490234,15.725113868713379,8.244404792785645,26.684974670410156,13.73629759484778,7.470901509447221,29.576767027060633,6.058546147266996,4.6803494065758064,20.519662483032754,7.519861033782906,4.910036199896286,22.163268157624373
89,19.35030746459961,12.657955169677734,40.54866027832031,19.524198532104492,8.576369285583496,25.251646041870117,17.967458724975586,7.573056221008301,25.081995010375977,13.792437693545299,7.522772046049526,29.68648595957323,6.193202671115371,4.719309605365884,20.566982318621125,7.624337010694832,4.9366664001074065,22.19245542615189
90,29.652381896972656,13.236358642578125,42.45669174194336,15.84186840057373,7.9534525871276855,25.742582321166992,7.961159706115723,6.757152557373047,25.320865631103516,13.951037135579572,7.579907912014812,29.81418801739693,6.289689328409954,4.751651035183501,20.61873831864658,7.6277052376490415,4.954871261680063,22.223739528201406
