method,metric,n,median,q1,q3,iqr
mpc,roll_deg,437,-0.39212116025043203,-2.9089639071300906,2.0127338049976973,4.921697712127788
mpc,pitch_deg,437,0.050761965911534764,-1.2178090686349334,1.3700403248561777,2.587849393491111
mpc,yaw_deg,437,7.289355467156028,-24.963207604994384,35.982324472219275,60.945532077213656
mpc,landing_error_xy_m,437,2.659285306930542,1.8186252117156982,9.3587646484375,7.540139436721802
mpc,release_to_target_xy_m,437,3.732240676879883,2.635462999343872,7.202139377593994,4.566676378250122
mpc,delta_theta_rad,437,0.006231196224689484,0.00557949673384428,0.009428931400179863,0.0038494346663355827
mpc,delta_theta_deg,437,0.3570212449925596,0.31968161465630485,0.540237974548684,0.2205563598923792
mpc,delta_omega_rad_s,437,0.11106754839420319,0.10822805762290955,0.1155543252825737,0.007326267659664154
mpc,delta_omega_deg_s,437,6.363701763852866,6.201010926691394,6.620775143173337,0.4197642164819433
mpc,impulse_metric,437,0.131127268075943,0.12717804312705994,0.1458846926689148,0.01870664954185486
ppo,roll_deg,1830,1.6902259327680353,-7.722170894481396,12.441821365676452,20.163992260157848
ppo,pitch_deg,1830,1.351537342394613,-3.59983754167688,11.817931396319977,15.417768937996858
ppo,yaw_deg,1830,-3.756098609508432,-56.45305711290781,46.47276762221225,102.92582473512006
ppo,landing_error_xy_m,1830,5.094308137893677,2.2697251439094543,10.728818655014038,8.459093511104584
ppo,release_to_target_xy_m,1830,4.691941499710083,2.3641242384910583,10.452505111694336,8.088380873203278
ppo,delta_theta_rad,1830,0.07715433090925217,0.03981958795338869,0.24570504948496819,0.2058854615315795
ppo,delta_theta_deg,1830,4.420617532255905,2.2814943316791476,14.077862340541719,11.796368008862572
ppo,delta_omega_rad_s,1830,0.2674529403448105,0.1251969374716282,0.702437236905098,0.5772402994334698
ppo,delta_omega_deg_s,1830,15.323924700121822,7.173256125087563,40.24668904749326,33.0734329224057
ppo,impulse_metric,1830,0.4372101128101349,0.23673878610134125,1.1765371263027191,0.9397983402013779
ppo_gru,roll_deg,1731,-0.5519475868287304,-8.641951488871992,8.489617779813198,17.13156926868519
ppo_gru,pitch_deg,1731,4.102375540049739,-0.6718583878974742,12.618460302896736,13.29031869079421
ppo_gru,yaw_deg,1731,-3.259926347442026,-56.540866024877495,51.21921975571044,107.76008578058793
ppo_gru,landing_error_xy_m,1731,2.5018532276153564,1.1130390167236328,9.560151100158691,8.447112083435059
ppo_gru,release_to_target_xy_m,1731,3.699347734451294,2.0680675506591797,10.551342964172363,8.483275413513184
ppo_gru,delta_theta_rad,1731,0.04487919807434082,0.019471580162644386,0.14581527560949326,0.12634369544684887
ppo_gru,delta_theta_deg,1731,2.5713886375913804,1.1156393637701805,8.354599880960855,7.238960517190675
ppo_gru,delta_omega_rad_s,1731,0.21762129664421082,0.1251036450266838,0.5288945138454437,0.4037908688187599
ppo_gru,delta_omega_deg_s,1731,12.468781829877784,7.1679108617317935,30.303423450967408,23.135512589235613
ppo_gru,impulse_metric,1731,0.38770371675491333,0.21372339874505997,0.9497127532958984,0.7359893545508385
ppo_rnn,roll_deg,1704,4.199965282910881,-4.299016686254406,15.086788216101795,19.3858049023562
ppo_rnn,pitch_deg,1704,2.1370364177027596,-3.437333680943937,10.628877424090797,14.066211105034734
ppo_rnn,yaw_deg,1704,-2.3821923975820276,-67.33246929084926,84.3201674548573,151.65263674570656
ppo_rnn,landing_error_xy_m,1704,2.997018814086914,1.517827719449997,8.973597049713135,7.455769330263138
ppo_rnn,release_to_target_xy_m,1704,3.6187750101089478,2.0050629377365112,9.756612539291382,7.751549601554871
ppo_rnn,delta_theta_rad,1704,0.05632689222693443,0.024409748148173094,0.17394891753792763,0.14953916938975453
ppo_rnn,delta_theta_deg,1704,3.227293197691586,1.398575547867595,9.96653882579244,8.567963277924846
ppo_rnn,delta_omega_rad_s,1704,0.24169915914535522,0.12306814827024937,0.6513725370168686,0.5283043887466192
ppo_rnn,delta_omega_deg_s,1704,13.848341730889668,7.051285488375531,37.32089726179556,30.269611773420028
ppo_rnn,impulse_metric,1704,0.3919341564178467,0.22933649271726608,1.078573316335678,0.849236823618412
