epoch,reward_raw,reward_smooth,residual_std
2065,19.71526718,17.44565815,1.26032689
2066,19.46532822,17.46585486,1.25376282
2067,17.60041618,17.46720047,1.25526763
2068,17.82931328,17.47082160,1.25219922
2069,19.28615761,17.48897496,1.25559976
2070,19.18291473,17.50591435,1.28742225
2071,13.77930260,17.46864824,1.28853731
2072,19.15434837,17.48550524,1.29882252
2073,19.06822777,17.50133246,1.30648240
2074,19.49982643,17.52131740,1.29950475
2075,18.60783768,17.53218261,1.27194873
2076,16.78876114,17.52474839,1.27253689
2077,17.12145805,17.52071549,1.27726431
2078,19.93460655,17.54485440,1.27159125
2079,15.88492870,17.52825514,1.27280358
2080,17.89753342,17.53194792,1.24550710
2081,17.50717545,17.53170020,1.24152146
2082,17.19917679,17.52837497,1.25183562
2083,17.20228577,17.52511407,1.25724871
2084,18.40670776,17.53393001,1.25751895
2085,17.68462753,17.53543699,1.26092578
2086,18.17615700,17.54184419,1.27993396
2087,17.02384758,17.53666422,1.27644012
2088,19.17674446,17.55306502,1.28232720
2089,17.83631516,17.55589752,1.28200059
2090,18.53443718,17.56568292,1.23918078
2091,15.46989632,17.54472505,1.22094933
2092,18.35626602,17.55284046,1.16630256
2093,19.71270561,17.57443912,1.18118118
2094,19.44793129,17.59317404,1.17789034
2095,18.63040543,17.60354635,1.18801427
2096,18.48279953,17.61233888,1.19031172
2097,18.87440872,17.62495958,1.18692133
2098,18.96664810,17.63837647,1.19342078
2099,16.50524521,17.62704515,1.20015311
2100,18.23360062,17.63311071,1.19813979
2101,18.56317902,17.64241139,1.19947192
2102,17.88412476,17.64482853,1.19917398
2103,19.53348923,17.66371513,1.20128215
2104,18.24193764,17.66949736,1.19568001
2105,18.36734772,17.67647586,1.19403301
2106,17.16037750,17.67131488,1.19407810
2107,20.15007973,17.69610253,1.19711947
2108,19.26399803,17.71178148,1.20337644
2109,18.76530266,17.72231669,1.20197718
2110,19.45983124,17.73969184,1.21810146
2111,17.55926895,17.73788761,1.22257094
2112,19.69939041,17.75750264,1.23904137
2113,19.66229630,17.77655057,1.24382136
2114,19.61533165,17.79493838,1.24857729
2115,20.34752655,17.82046427,1.25022700
2116,20.01901627,17.84244979,1.24636596
2117,19.72473335,17.86127262,1.25032832
2118,19.28307343,17.87549063,1.25335529
2119,19.57242012,17.89245992,1.25428716
2120,21.56292343,17.92916456,1.25299524
2121,19.47177505,17.94459066,1.25229625
2122,20.50015831,17.97014634,1.15326023
2123,20.56485367,17.99609341,1.15509983
2124,19.62540817,18.01238656,1.15465501
2125,18.52202797,18.01748298,1.15245609
2126,19.29838753,18.03029202,1.15462184
2127,17.64602852,18.02644939,1.13842731
2128,19.35061455,18.03969104,1.13577373
2129,19.50562286,18.05435036,1.13058672
2130,17.02984428,18.04410530,1.09408674
2131,19.47182846,18.05838253,1.08996094
2132,20.68138695,18.08461257,1.08716938
2133,20.47584152,18.10852486,1.08940489
2134,19.57114983,18.12315111,1.07701749
2135,20.46506500,18.14657025,1.08518274
2136,16.88578415,18.13396239,1.07846511
2137,19.88702774,18.15149304,1.07629813
2138,17.82270813,18.14820519,1.05942489
2139,19.35006523,18.16022379,1.06173677
2140,18.36305809,18.16225214,1.05957701
2141,18.39220238,18.16455164,1.06070893
2142,19.98170853,18.18272321,1.00258890
2143,17.33057785,18.17420175,1.00924182
2144,19.42001724,18.18665991,1.01188792
2145,20.96532249,18.21444653,1.02980636
2146,20.43496132,18.23665168,1.02955278
2147,20.06012726,18.25488644,1.03357112
2148,20.63668251,18.27870440,1.03608288
2149,20.85615921,18.30447895,1.04092848
2150,18.74134636,18.30884762,1.00946836
2151,20.06839752,18.32644312,1.00634246
2152,19.54015350,18.33858022,1.01321217
2153,20.36173058,18.35881173,1.00601838
2154,19.91518021,18.37437541,1.03007820
2155,20.43062973,18.39493796,1.02613959
2156,19.64669609,18.40745554,1.02408725
2157,21.39019394,18.43728292,1.00613565
2158,20.97602654,18.46267036,1.00331127
2159,20.74712563,18.48551491,1.00422383
2160,22.11372566,18.52179702,1.00316777
2161,20.77227783,18.54430183,1.01025467
2162,21.79566383,18.57681545,1.00185735
2163,21.13276100,18.60237490,1.00141883
2164,21.42950821,18.63064623,1.00118959
2165,20.72807503,18.65162052,1.00474381
2166,19.43644714,18.65946879,0.99955999
2167,21.16152573,18.68448936,1.03957912
2168,18.50139046,18.68265837,1.05778031
2169,20.87696457,18.70460143,1.06062644
2170,19.77019310,18.71525735,1.06060352
2171,19.69531822,18.72505796,1.04175791
2172,19.79563713,18.73576375,1.04167973
2173,20.78074646,18.75621358,1.07246085
2174,19.98774719,18.76852891,1.07278162
2175,19.82493591,18.77909298,1.07328032
2176,20.76476669,18.79894972,1.07074049
2177,20.52676010,18.81622782,1.07191395
2178,21.61434555,18.84420900,1.05871703
2179,20.28013802,18.85856829,1.06779133
2180,20.88893700,18.87887198,1.07782934
2181,20.09192657,18.89100252,1.06160687
2182,19.11756516,18.89326815,1.06164382
2183,18.41760254,18.88851149,1.10216216
2184,20.49930573,18.90461944,1.11182847
2185,21.71640587,18.93273730,1.11891047
2186,20.12696266,18.94467955,1.11389820
2187,20.65546036,18.96178736,1.08862109
2188,20.22884178,18.97445791,1.09180015
2189,19.64870644,18.98120039,1.08066082
2190,19.49687004,18.98635709,1.10627284
2191,19.73974037,18.99389092,1.13979942
2192,20.73525620,19.01130457,1.14284044
2193,21.81572151,19.03934874,1.14216565
2194,19.48464966,19.04380175,1.12385141
2195,18.49780273,19.03834176,1.13377745
2196,20.79516983,19.05591004,1.15358826
2197,19.41259384,19.05947688,1.15146175
2198,21.24950790,19.08137719,1.14979610
2199,19.49589539,19.08552237,1.14970754
2200,20.49302864,19.09959743,1.14503940
2201,20.27687263,19.11137019,1.14332555
2202,21.89729500,19.13922943,1.14726155
2203,20.87310982,19.15656824,1.14725910
2204,22.94188881,19.19442144,1.14498048
2205,20.48841667,19.20736140,1.14515476
2206,20.23228455,19.21761063,1.14145459
2207,20.08556175,19.22629014,1.14154981
2208,20.20051765,19.23603241,1.12651249
2209,20.32144165,19.24688651,1.16108627
2210,20.73620033,19.26177965,1.15684952
2211,22.02141953,19.28937604,1.12820191
2212,19.72689629,19.29375125,1.12487765
2213,20.53098869,19.30612362,1.10252100
2214,21.14066887,19.32446907,1.09382853
2215,19.93874741,19.33061186,1.07794836
2216,20.76806641,19.34498640,1.07254521
2217,17.85120201,19.33004856,1.08500692
2218,18.76308632,19.32437894,1.07393739
2219,19.98063469,19.33094149,1.07288274
2220,20.52095413,19.34284162,1.06738948
2221,19.77195930,19.34713280,1.07059393
2222,20.69803429,19.36064181,1.07082071
2223,17.89972687,19.34603266,1.08079470
2224,19.42276001,19.34679994,1.07793918
2225,21.12658882,19.36459782,1.07931027
2226,20.34484482,19.37440029,1.09517740
2227,20.20305824,19.38268687,1.08986997
2228,21.05956650,19.39945567,1.08641543
2229,19.34158897,19.39887700,1.06896398
2230,19.24126625,19.39730090,1.07361235
2231,19.32181740,19.39654606,1.06992856
2232,20.60748482,19.40865545,1.08146595
2233,17.44446182,19.38901351,1.08993761
2234,18.80907249,19.38321410,1.08426006
2235,21.94147491,19.40879671,1.08184502
2236,20.70110321,19.42171977,1.06470074
2237,19.87250137,19.42622759,1.08452269
2238,19.72615051,19.42922682,1.08491954
2239,20.97994614,19.44473401,1.09075709
2240,18.31333733,19.43342005,1.09124952
2241,17.70809364,19.41616678,1.09192266
2242,19.33876610,19.41539278,1.10342266
2243,20.22245407,19.42346339,1.10879305
2244,20.36207581,19.43284951,1.10029768
2245,19.15182304,19.43003925,1.10209720
2246,17.96989250,19.41543778,1.10944128
2247,21.35252571,19.43480866,1.10519048
2248,20.49140549,19.44537463,1.10685536
2249,19.40567207,19.44497760,1.09676784
2250,19.61084557,19.44663628,1.09878715
2251,20.29616547,19.45513157,1.09633754
2252,21.73982811,19.47797854,1.10661407
2253,20.54711342,19.48866989,1.08595685
2254,21.12285042,19.50501169,1.08468981
2255,20.16364288,19.51159801,1.04703000
2256,20.67539597,19.52323598,1.04790817
2257,20.43624496,19.53236607,1.04750396
2258,20.51129150,19.54215533,1.04840682
2259,17.40274048,19.52076118,1.05567945
2260,21.28976059,19.53845117,1.05560641
2261,20.63840103,19.54945067,1.07633106
2262,19.67636108,19.55071978,1.05840543
2263,20.46246529,19.55983723,1.07116751
2264,19.76360130,19.56187487,1.07575626
2265,20.42323494,19.57048847,1.06707258
2266,20.06551552,19.57543874,1.07303532
2267,22.16938591,19.60137822,1.07443145
2268,20.67755318,19.61213997,1.05996973
2269,19.54053116,19.61142388,1.05689690
2270,19.85951805,19.61390482,1.05691468
2271,19.65177536,19.61428352,1.05471132
2272,20.74599075,19.62560060,1.05482871
2273,22.02085114,19.64955310,1.05515594
2274,19.71543121,19.65021188,1.04955584
2275,19.87596321,19.65246940,1.05293650
2276,18.62200737,19.64216478,1.04965984
2277,20.79872322,19.65373036,1.06428085
2278,20.59201622,19.66311322,1.07401840
2279,20.43379974,19.67082008,1.06944906
2280,21.67704391,19.69088232,1.06857099
2281,19.68893051,19.69086280,1.06682092
2282,22.15029526,19.71545713,1.06577492
2283,22.04409409,19.73874350,1.06357261
2284,21.27688026,19.75412487,1.03556727
2285,20.41631508,19.76074677,1.03208664
2286,20.26459312,19.76578523,1.01674480
2287,18.44837189,19.75261110,1.01476040
2288,19.57600021,19.75084499,1.01786078
2289,19.27717209,19.74610826,1.01814497
2290,20.16452789,19.75029246,1.01997784
2291,20.97746849,19.76256422,1.00997112
2292,18.91015244,19.75404010,0.98625343
2293,19.00218773,19.74652158,1.01895660
2294,18.89000130,19.73795637,1.02184175
2295,19.74332237,19.73801003,1.02216407
2296,18.63708305,19.72700076,1.02012059
2297,19.95198631,19.72925062,1.01372208
2298,21.09280777,19.74288619,1.00488371
2299,20.55522156,19.75100954,1.00596066
2300,19.69232178,19.75042267,1.02449906
2301,20.51483154,19.75806676,1.02756387
2302,18.78063965,19.74829248,1.02824648
2303,20.51431274,19.75595269,1.01390769
2304,21.35575104,19.77195067,1.01827324
2305,18.95870018,19.76381817,1.01830188
2306,19.46269608,19.76080694,1.04787705
2307,20.68335152,19.77003239,1.04666103
2308,20.86338043,19.78096587,1.05010968
2309,21.65892982,19.79974551,1.05222442
2310,20.86986542,19.81044671,1.02091786
2311,18.01742554,19.79251650,1.01341538
2312,19.24258232,19.78701716,1.01232311
2313,18.59748650,19.77512185,1.01228165
2314,18.97307014,19.76710133,1.03002023
2315,20.23649216,19.77179524,1.02963103
2316,21.37836838,19.78786097,1.02900377
2317,21.37145424,19.80369690,1.03505887
2318,19.46610832,19.80032102,1.05109865
2319,19.63546181,19.79867243,1.11862346
2320,20.46503067,19.80533601,1.11774194
2321,20.05563354,19.80783898,1.12777990
2322,20.10492325,19.81080983,1.13873403
2323,21.20075607,19.82470929,1.14362472
2324,21.89563370,19.84541853,1.12801285
2325,21.30204582,19.85998481,1.13727821
2326,19.38964844,19.85528144,1.13931243
2327,22.19796371,19.87870827,1.13864819
2328,18.86548996,19.86857608,1.13669483
2329,21.00048447,19.87989517,1.14159244
2330,20.05269241,19.88162314,1.14698815
2331,20.51799583,19.88798687,1.13977233
2332,20.67813873,19.89588838,1.13912021
2333,20.57196808,19.90264918,1.12120184
2334,20.27135849,19.90633627,1.10489938
2335,19.74557114,19.90472862,1.10276436
2336,19.40988731,19.89978021,1.10229914
2337,19.88447189,19.89962713,1.10233029
2338,19.56282806,19.89625914,1.09378612
2339,20.66018677,19.90389841,1.09435131
2340,21.62016296,19.92106106,1.09232791
2341,19.69661522,19.91881660,1.09231266
2342,20.61137199,19.92574215,1.08895878
2343,17.75826454,19.90406738,1.09678719
2344,21.23284912,19.91735519,1.09201104
2345,19.87766266,19.91695827,1.13622608
2346,20.79804802,19.92576917,1.14456522
2347,22.02616882,19.94677316,1.13666153
2348,20.87592316,19.95606466,1.14382723
2349,19.74328423,19.95393686,1.13952364
2350,18.40892410,19.93848673,1.15468092
2351,21.30260468,19.95212791,1.16171393
2352,20.96906471,19.96229728,1.16952851
2353,20.00655746,19.96273988,1.16763411
2354,19.30655861,19.95617807,1.16862026
2355,19.22176743,19.94883396,1.16295889
2356,22.91770363,19.97852266,1.16677900
2357,20.92052650,19.98794270,1.17027439
2358,21.42426300,20.00230590,1.19214726
2359,21.31794548,20.01546230,1.18969575
2360,20.08192444,20.01612692,1.18359968
2361,20.77482224,20.02371387,1.18080664
2362,20.89945984,20.03247133,1.16904558
2363,20.17191315,20.03386575,1.16840993
2364,22.49842262,20.05851132,1.17192525
2365,20.50678253,20.06299403,1.16767914
2366,20.51482773,20.06751237,1.16763762
2367,19.41904831,20.06102773,1.16131142
2368,17.68555069,20.03727296,1.15845184
2369,16.50351715,20.00193540,1.15816798
2370,20.30095482,20.00492559,1.15770104
2371,21.93427849,20.02421912,1.15687483
2372,22.08416367,20.04481857,1.16740199
2373,21.75609970,20.06193138,1.16950906
2374,20.96481133,20.07096018,1.16458502
2375,22.01173019,20.09036788,1.15341791
2376,19.80230713,20.08748727,1.15629141
2377,19.11138344,20.07772623,1.15884633
2378,20.77384567,20.08468743,1.13998074
2379,19.31112671,20.07695182,1.17100395
2380,19.29222298,20.06910453,1.19765407
2381,21.41322517,20.08254574,1.20931772
2382,20.45771980,20.08629748,1.20845141
2383,20.07400131,20.08617452,1.20745717
2384,20.81827927,20.09349556,1.21595648
2385,19.46000290,20.08716064,1.21676291
2386,20.49087143,20.09119774,1.21713790
2387,20.61405945,20.09642636,1.21580015
2388,19.54207611,20.09088286,1.22386621
2389,21.05992317,20.10057326,1.28912265
2390,20.92969894,20.10886452,1.30497216
2391,20.47808456,20.11255672,1.29621058
2392,20.37297630,20.11516091,1.29847149
2393,18.67251205,20.10073443,1.29766039
2394,20.08709908,20.10059807,1.28589715
2395,17.03678322,20.06995992,1.34008008
2396,18.95751953,20.05883552,1.34838985
2397,20.81044388,20.06635160,1.34671615
2398,19.09448624,20.05663295,1.33014111
2399,20.65204811,20.06258710,1.32747289
2400,18.40691566,20.04603039,1.32759482
2401,18.99214363,20.03549152,1.31953904
2402,21.77348900,20.05287149,1.31387386
2403,19.26992226,20.04504200,1.31016069
2404,19.65056992,20.04109728,1.31048885
2405,19.68034935,20.03748980,1.31230861
2406,21.76295662,20.05474447,1.31062504
2407,21.44610023,20.06865803,1.27963859
2408,17.96573067,20.04762875,1.29175327
2409,20.58936691,20.05304614,1.32490589
2410,19.24159050,20.04493158,1.33641782
2411,20.17478943,20.04623016,1.34055365
2412,19.15423203,20.03731018,1.33760803
2413,20.98453903,20.04678247,1.33712351
2414,18.58888817,20.03220352,1.33802016
2415,20.62111473,20.03809263,1.31588406
2416,20.12788200,20.03899053,1.32068556
2417,19.73897934,20.03599042,1.31910852
2418,19.20264626,20.02765697,1.33188799
2419,19.75429726,20.02492338,1.31493790
2420,20.05013275,20.02517547,1.30034278
2421,20.26345634,20.02755828,1.30177186
2422,21.84339714,20.04571667,1.30323098
2423,19.56203651,20.04087987,1.28414937
2424,20.68310738,20.04730214,1.26984228
2425,21.14312744,20.05826039,1.26921890
2426,21.76459122,20.07532370,1.25154055
2427,21.34047890,20.08797526,1.25440305
2428,20.49112511,20.09200675,1.25298355
2429,17.31688499,20.06425554,1.25080277
2430,17.51585579,20.03877154,1.25363558
2431,21.90537262,20.05743755,1.26678637
2432,20.22327232,20.05909590,1.25900370
2433,20.60053253,20.06451026,1.25742914
2434,18.67452812,20.05061044,1.25879357
2435,19.69034576,20.04700780,1.25488382
2436,20.62152481,20.05275297,1.27015698
2437,19.92127419,20.05143818,1.27689621
2438,18.76238441,20.03854764,1.27966292
2439,16.02178955,19.99838006,1.27939413
2440,17.91858673,19.97758213,1.27976292
2441,19.41548538,19.97196116,1.27649201
2442,19.19586945,19.96420024,1.27763293
2443,19.54584694,19.96001671,1.27674766
2444,18.68161392,19.94723268,1.27507768
2445,15.91556454,19.90691600,1.27503821
2446,18.37171364,19.89156398,1.27444645
2447,20.46421623,19.89729050,1.27882796
2448,19.78445435,19.89616214,1.27634762
2449,19.34618568,19.89066237,1.28546887
2450,19.59064484,19.88766220,1.29450677
2451,19.72240829,19.88600966,1.28841900
2452,19.11788368,19.87832840,1.28608670
2453,20.23919487,19.88193706,1.27297982
2454,20.12540245,19.88437172,1.28874433
2455,20.72813034,19.89280930,1.30064924
2456,19.86118698,19.89249308,1.30142047
2457,20.79567146,19.90152486,1.29075249
2458,17.74147606,19.87992438,1.28082567
2459,16.37250137,19.84485015,1.27901946
2460,21.99752808,19.86637692,1.28475185
2461,20.81165314,19.87582969,1.28472175
2462,19.69955254,19.87406692,1.28884114
2463,20.68239975,19.88215024,1.28712007
2464,20.30873299,19.88641607,1.29603002
2465,18.79918861,19.87554380,1.32112402
2466,18.37593651,19.86054772,1.32187598
2467,19.68039322,19.85874618,1.32167444
2468,17.72639275,19.83742264,1.32232797
2469,19.89027023,19.83795112,1.32119094
2470,16.95688248,19.80914043,1.33203830
2471,18.81845284,19.79923356,1.33368349
2472,21.81852722,19.81942649,1.33459059
2473,19.88408661,19.82007310,1.32092942
2474,19.47048759,19.81657724,1.33209765
2475,20.64594650,19.82487093,1.34727140
2476,19.08036041,19.81742583,1.34575467
2477,18.68311501,19.80608272,1.33300333
2478,19.88914490,19.80691334,1.32528704
2479,18.91256714,19.79796988,1.33129621
2480,20.51046371,19.80509482,1.30696282
2481,21.47006798,19.82174455,1.28550466
2482,18.83306313,19.81185773,1.28020981
2483,19.63539696,19.81009313,1.28217474
2484,20.18739891,19.81386619,1.28328750
2485,19.56093979,19.81133692,1.27780280
2486,17.50035858,19.78822714,1.27781547
2487,20.99720001,19.80031687,1.29426161
2488,20.69033813,19.80921708,1.29427549
2489,19.47496605,19.80587457,1.28893003
2490,20.81320000,19.81594782,1.23649966
2491,20.14651108,19.81925346,1.22809189
2492,18.66441917,19.80770511,1.24371007
2493,19.20508575,19.80167892,1.25386844
2494,18.57296562,19.78939179,1.25557368
2495,19.75759697,19.78907384,1.26699612
2496,22.26276016,19.81381070,1.20184201
2497,20.95326614,19.82520526,1.19622980
2498,19.01315880,19.81708479,1.19666574
2499,17.85464668,19.79746041,1.20035159
2500,17.75259972,19.77701180,1.20172158
2501,20.04297638,19.77967145,1.20582107
2502,19.41452408,19.77601998,1.20547929
2503,20.25321579,19.78079193,1.20817626
2504,21.63132286,19.79929724,1.20808632
2505,21.35520935,19.81485636,1.21488661
2506,20.06966019,19.81740440,1.21887344
2507,20.56719398,19.82490230,1.21873737
2508,19.45212555,19.82117453,1.23085422
2509,21.33825684,19.83634535,1.20935854
2510,21.07045937,19.84868649,1.15277388
2511,20.26107597,19.85281039,1.15427037
2512,20.75844765,19.86186676,1.15257458
2513,19.91449165,19.86239301,1.15450785
2514,21.59531021,19.87972218,1.18130276
2515,16.80497742,19.84897473,1.18689123
2516,20.56106949,19.85609568,1.18316561
2517,19.81068802,19.85564161,1.17270730
2518,20.11593628,19.85824455,1.17232466
2519,19.33111572,19.85297326,1.15526641
2520,17.94729996,19.83391653,1.16130070
2521,20.35210800,19.83909845,1.14035930
2522,20.30944443,19.84380190,1.13439527
2523,20.18550682,19.84721895,1.12125467
2524,21.43344498,19.86308121,1.13784922
2525,21.89573860,19.88340779,1.13721610
2526,20.79919434,19.89256565,1.13799588
2527,19.82589531,19.89189895,1.13368166
2528,19.71221352,19.89010210,1.13390150
2529,21.11214638,19.90232254,1.14370291
2530,20.12375641,19.90453688,1.14603114
2531,19.96574974,19.90514901,1.14725146
2532,21.38441277,19.91994164,1.17441276
2533,20.56631851,19.92640541,1.16962360
2534,20.65945053,19.93373586,1.16977204
2535,19.41837311,19.92858224,1.16988828
2536,20.05886269,19.92988504,1.16879088
2537,22.01813889,19.95076758,1.14654900
2538,19.78161621,19.94907607,1.14334465
2539,19.90203285,19.94860563,1.14220683
2540,21.29727554,19.96209233,1.15436588
2541,21.39732933,19.97644470,1.17223826
2542,22.06397247,19.99731998,1.17397116
2543,21.84579086,20.01580469,1.17945726
2544,19.25293732,20.00817602,1.18404800
2545,17.87986565,19.98689291,1.18310317
2546,19.66233635,19.98364735,1.18830667
2547,21.19254875,19.99573636,1.16938303
2548,20.67163086,20.00249530,1.16795791
2549,21.09249306,20.01339528,1.16999748
2550,21.02778435,20.02353917,1.16321401
2551,21.26270866,20.03593087,1.14139498
2552,20.30229568,20.03859452,1.16314565
2553,21.43959999,20.05260457,1.16332114
2554,20.33970451,20.05547557,1.16567939
2555,21.53813362,20.07030215,1.18697758
2556,21.45353508,20.08413448,1.18235173
2557,20.39956665,20.08728880,1.18507200
2558,18.37464523,20.07016237,1.18558086
2559,20.00669098,20.06952765,1.18667744
2560,20.42470741,20.07307945,1.18018995
2561,18.24357033,20.05478436,1.21895111
2562,20.65810966,20.06081761,1.22041723
2563,19.47554779,20.05496491,1.21825765
2564,17.59755135,20.03039078,1.21828452
2565,18.96716309,20.01975850,1.21537642
2566,19.39104271,20.01347134,1.17792248
2567,20.57438660,20.01908050,1.18568601
2568,20.32954979,20.02218519,1.18575071
2569,21.31893730,20.03515271,1.19078824
2570,21.44716835,20.04927287,1.19161130
2571,22.46315384,20.07341168,1.17834528
2572,19.91417694,20.07181933,1.17924802
2573,20.51633072,20.07626444,1.18937410
2574,22.31703758,20.09867217,1.19218134
2575,19.88166618,20.09650211,1.18533788
2576,21.07221413,20.10625923,1.17104488
2577,20.17657852,20.10696243,1.16806431
2578,21.86099625,20.12450276,1.17121268
2579,18.89985847,20.11225632,1.18026527
2580,19.00680542,20.10120181,1.17484302
2581,19.71565437,20.09734634,1.17542700
2582,17.45856094,20.07095848,1.17746757
2583,20.95339584,20.07978286,1.17039136
2584,20.83444023,20.08732943,1.16903985
2585,20.55850601,20.09204120,1.16764537
2586,20.23992538,20.09352004,1.17782143
2587,19.18022728,20.08438711,1.18763984
2588,20.06557846,20.08419903,1.17294838
2589,20.03114891,20.08366852,1.17305084
2590,18.55011559,20.06833299,1.17675958
2591,18.10761261,20.04872579,1.17126407
2592,19.61987686,20.04443730,1.16335051
2593,22.09231949,20.06491612,1.16827931
2594,21.69892502,20.08125621,1.15507925
2595,18.93111801,20.06975483,1.15434937
2596,19.17486572,20.06080594,1.13692855
2597,19.74703598,20.05766824,1.13664564
2598,19.60024452,20.05309400,1.13050599
2599,19.02627945,20.04282586,1.14638846
2600,18.49178505,20.02731545,1.14370907
2601,20.46234512,20.03166575,1.14738665
2602,17.99951935,20.01134428,1.14670395
2603,20.88153839,20.02004622,1.16478685
2604,21.05193329,20.03036509,1.15757293
2605,17.46180916,20.00467953,1.16023183
2606,21.04623795,20.01509512,1.15881631
2607,19.39208603,20.00886503,1.15798680
2608,19.52520752,20.00402845,1.15842387
2609,20.94811630,20.01346933,1.14757298
2610,20.63479996,20.01968264,1.14756829
2611,16.90295982,19.98851541,1.14779199
2612,19.45430183,19.98317327,1.13450419
2613,20.36337852,19.98697533,1.13298026
2614,20.00204659,19.98712604,1.13423151
2615,18.71406746,19.97439545,1.10822778
2616,19.14515495,19.96610305,1.12159798
2617,18.56866455,19.95212866,1.12752279
2618,20.23862267,19.95499360,1.13900883
2619,21.17992592,19.96724293,1.13852662
2620,19.29698753,19.96054037,1.13156575
2621,21.01340866,19.97106905,1.12389869
2622,20.71187782,19.97847714,1.09792864
2623,18.49789810,19.96367135,1.10684588
2624,19.21607208,19.95619536,1.10907236
2625,19.31723404,19.94980575,1.10884930
2626,20.61682129,19.95647590,1.12551451
2627,20.02762413,19.95718738,1.13018690
2628,20.90789223,19.96669443,1.14984773
2629,18.53290558,19.95235654,1.13821425
2630,20.21332550,19.95496623,1.14199394
2631,19.59055328,19.95132210,1.13707296
2632,20.70456314,19.95885451,1.13825365
2633,20.58548546,19.96512082,1.10744564
2634,19.80340576,19.96350367,1.10438122
2635,20.38754654,19.96774410,1.10563774
2636,21.67773438,19.98484400,1.12278182
2637,21.59639168,20.00095948,1.12982555
2638,20.78878784,20.00883776,1.12565011
2639,20.34684563,20.01221784,1.12817458
2640,21.03462791,20.02244194,1.13059389
2641,19.51998711,20.01741740,1.11977728
2642,20.20351791,20.01927840,1.12979930
2643,17.70399666,19.99612558,1.13404823
2644,20.52231407,20.00138747,1.11778066
2645,19.36514282,19.99502502,1.10763631
2646,20.64338303,20.00150860,1.10518776
2647,19.79508781,19.99944439,1.10088044
2648,20.06422234,20.00009217,1.10359405
2649,17.94246483,19.97951590,1.10544543
2650,20.73585892,19.98707933,1.10373713
2651,21.35818481,20.00079039,1.10346280
2652,21.17430878,20.01252557,1.10979630
2653,17.88028717,19.99120319,1.09165749
2654,20.55823517,19.99687350,1.10062948
2655,20.81059265,20.00501070,1.09809769
2656,21.37306595,20.01869125,1.06469797
2657,21.33115959,20.03181593,1.07166116
2658,20.46923828,20.03619016,1.07649942
2659,20.46439171,20.04047217,1.07517178
2660,20.00351715,20.04010262,1.07807849
2661,19.55534172,20.03525501,1.08387251
2662,19.66991043,20.03160157,1.03424893
2663,19.80124855,20.02929804,1.04751972
2664,20.78364372,20.03684149,1.04785035
2665,20.00572205,20.03653030,1.04770935
2666,17.98705101,20.01603551,1.03715738
2667,18.68238831,20.00269903,1.03805928
2668,18.24193573,19.98509140,1.02974655
2669,20.02857780,19.98552626,1.02992992
2670,20.34585190,19.98912952,1.05613207
2671,19.32285118,19.98246674,1.05406583
2672,20.40975571,19.98673963,1.05113101
2673,21.33406639,20.00021289,1.05495390
2674,20.80987549,20.00830952,1.04308415
2675,22.23801231,20.03060655,1.07633416
2676,21.93915176,20.04969200,1.07372712
2677,21.46369171,20.06383200,1.07756011
2678,22.18369865,20.08503066,1.08674211
2679,20.71355438,20.09131590,1.08506893
2680,21.60201645,20.10642291,1.07422753
2681,20.36912346,20.10904991,1.07783127
2682,20.78212929,20.11578071,1.08449414
2683,20.18954849,20.11651838,1.08926931
2684,20.25200844,20.11787328,1.10207924
2685,21.05028534,20.12719741,1.10491320
2686,22.20354271,20.14796086,1.10693347
2687,21.49087524,20.16139000,1.09934617
2688,20.26050949,20.16238120,1.09935949
2689,21.01619148,20.17091930,1.12164495
2690,19.49106216,20.16412073,1.12342957
2691,19.91167259,20.16159625,1.12933730
2692,17.69642067,20.13694449,1.14072871
2693,21.35770798,20.14915213,1.14077896
2694,20.44129562,20.15207356,1.11396597
2695,20.52931023,20.15584593,1.11461795
2696,21.22393990,20.16652687,1.12732115
2697,20.16172791,20.16647888,1.12977500
2698,21.17038536,20.17651794,1.13857080
2699,21.17347145,20.18648748,1.13933354
2700,21.31869125,20.19780952,1.11606042
2701,18.66517067,20.18248313,1.12364595
2702,19.09243202,20.17158262,1.12062918
2703,19.52534485,20.16512024,1.12767388
2704,21.91424942,20.18261153,1.11184741
2705,20.77573776,20.18854279,1.11464464
2706,20.61182785,20.19277564,1.11459914
2707,21.88524437,20.20970033,1.11132169
2708,19.08370781,20.19844041,1.10960891
2709,20.79591179,20.20441512,1.11431841
2710,21.49928665,20.21736383,1.12509498
2711,19.19716072,20.20716180,1.12913909
2712,19.99588013,20.20504899,1.12712578
2713,22.28355980,20.22583409,1.15100092
2714,20.16123772,20.22518813,1.16097323
2715,20.32551003,20.22619135,1.19267274
2716,20.66626930,20.23059213,1.19832078
2717,19.31565475,20.22144276,1.18950599
2718,19.49627113,20.21419104,1.20741126
2719,20.67352676,20.21878440,1.19012825
2720,17.89418602,20.19553841,1.19060956
2721,21.03524399,20.20393547,1.19108680
2722,20.26548386,20.20455095,1.20320985
2723,19.38041306,20.19630957,1.21086852
2724,21.01474571,20.20449393,1.21308328
2725,23.33835793,20.23583257,1.21247372
2726,21.04358292,20.24391008,1.20303565
2727,21.53250504,20.25679603,1.19380357
2728,22.01261902,20.27435426,1.19226160
2729,20.39414787,20.27555219,1.18651290
