method,metric,n,median,q1,q3,iqr
mpc,roll_deg,1003,-0.1459611425631725,-2.9415302490927115,2.8293580523535917,5.770888301446304
mpc,pitch_deg,1003,0.004275698420427982,-1.07661539811243,1.077742379325482,2.154357777437912
mpc,yaw_deg,1003,7.0219535611500286,-22.713288650878823,37.29046279262762,60.003751443506445
mpc,landing_error_xy_m,1003,2.91029953956604,2.2754311561584473,9.166790962219238,6.891359806060791
mpc,release_to_target_xy_m,1003,2.9487321376800537,2.2097476720809937,7.807976484298706,5.598228812217712
mpc,delta_theta_rad,1003,0.005840931087732315,0.0054377184715121984,0.006516452180221677,0.0010787337087094784
mpc,delta_theta_deg,1003,0.33466069975381885,0.31155831859797795,0.3733652073255258,0.06180688872754786
mpc,delta_omega_rad_s,1003,0.11084599047899246,0.10846668109297752,0.11450386792421341,0.006037186831235886
mpc,delta_omega_deg_s,1003,6.351007430393574,6.214683044419055,6.560588369980831,0.3459053255617759
mpc,impulse_metric,1003,0.12916319072246552,0.12644096463918686,0.13354558497667313,0.007104620337486267
ppo,roll_deg,1989,0.0,-3.4634113431950455,3.500185081686394,6.963596424881439
ppo,pitch_deg,1989,0.1827622018112012,-1.0100073933264655,2.4712853851156735,3.481292778442139
ppo,yaw_deg,1989,0.0,-30.900554446703065,24.95666428376951,55.857218730472574
ppo,landing_error_xy_m,1989,13.701950073242188,1.5258961915969849,18.73060417175293,17.204707980155945
ppo,release_to_target_xy_m,1989,13.860736846923828,1.9769046306610107,18.899463653564453,16.922559022903442
ppo,delta_theta_rad,1989,0.016315480694174767,0.008450038731098175,0.05113686993718147,0.0426868312060833
ppo,delta_theta_deg,1989,0.9348081845033888,0.48415155601400695,2.9299268249099177,2.4457752688959107
ppo,delta_omega_rad_s,1989,0.18517619371414185,0.12815988063812256,0.28743770718574524,0.15927782654762268
ppo,delta_omega_deg_s,1989,10.609814366117291,7.343020263464818,16.468967494660376,9.125947231195557
ppo,impulse_metric,1989,0.2888372242450714,0.229091614484787,0.4024365544319153,0.1733449399471283
ppo_gru,roll_deg,1992,1.5301399590012765,-1.808907299786177,7.026150712395002,8.835058012181179
ppo_gru,pitch_deg,1992,3.74416626902842,1.2440233346694425,7.573846506465399,6.329823171795956
ppo_gru,yaw_deg,1992,5.809130530609204,-40.124943486858726,52.15920404966593,92.28414753652466
ppo_gru,landing_error_xy_m,1992,0.7226050794124603,0.4248521775007248,1.3512799143791199,0.9264277368783951
ppo_gru,release_to_target_xy_m,1992,1.7526066303253174,1.0003286302089691,2.8922876715660095,1.8919590413570404
ppo_gru,delta_theta_rad,1992,0.0244878763332963,0.014544609002768993,0.05124380812048912,0.03669919911772013
ppo_gru,delta_theta_deg,1992,1.4030519631361715,0.8333447105266444,2.936053931482242,2.1027092209555973
ppo_gru,delta_omega_rad_s,1992,0.15305670350790024,0.10619847290217876,0.2737368419766426,0.16753836907446384
ppo_gru,delta_omega_deg_s,1992,8.769503137187865,6.084724288029282,15.683965742501172,9.59924145447189
ppo_gru,impulse_metric,1992,0.23599153012037277,0.17416962236166,0.4279339462518692,0.2537643238902092
ppo_rnn,roll_deg,1975,4.636018219902835,-1.1951874821038513,11.000463620601586,12.195651102705437
ppo_rnn,pitch_deg,1975,2.325392544444201,-1.6763606487529095,7.414129362913821,9.09049001166673
ppo_rnn,yaw_deg,1975,18.14304515268321,-42.992366183456795,90.08223115189595,133.07459733535273
ppo_rnn,landing_error_xy_m,1975,1.0601367950439453,0.6414822041988373,1.9339197874069214,1.292437583208084
ppo_rnn,release_to_target_xy_m,1975,1.8649767637252808,1.0834664702415466,2.783692717552185,1.7002262473106384
ppo_rnn,delta_theta_rad,1975,0.03435351327061653,0.0161184249445796,0.0724949948489666,0.056376569904387
ppo_rnn,delta_theta_deg,1975,1.9683113218529924,0.923517721722799,4.153657240668429,3.23013951894563
ppo_rnn,delta_omega_rad_s,1975,0.17469459772109985,0.10861148312687874,0.34687405824661255,0.2382625751197338
ppo_rnn,delta_omega_deg_s,1975,10.00926315315475,6.2229795898265055,19.874419560105988,13.651439970279483
ppo_rnn,impulse_metric,1975,0.26989617943763733,0.1883627399802208,0.5127014219760895,0.3243386819958687
