method,metric,n,mean,std,min,max
mpc,roll_deg,1003,-0.3222790506778268,6.834323789267121,-115.27486481111106,39.916540754903295
mpc,pitch_deg,1003,-0.007779946381918687,3.4045474830192464,-55.83566265345202,35.6777663371284
mpc,yaw_deg,1003,5.673195220478826,39.14863234724735,-82.97850656600252,86.43138575749741
mpc,landing_error_xy_m,1003,5.961529444126878,5.894721195852616,0.7276461124420166,25.07206916809082
mpc,release_to_target_xy_m,1003,5.585498292091955,5.218021860000541,1.628342628479004,23.86774444580078
mpc,delta_theta_rad,1003,0.01071183959146124,0.030751772976472008,0.0007749251089990139,0.4885437488555908
mpc,delta_theta_deg,1003,0.6137431994118691,1.761946804096303,0.044399938184358785,27.991494916924594
mpc,delta_omega_rad_s,1003,0.12355703558375389,0.08043662058804607,0.022139640524983406,1.1289321184158325
mpc,delta_omega_deg_s,1003,7.07929666809683,4.608678877990146,1.2685079620183515,64.68304574199048
mpc,impulse_metric,1003,0.15025613575074395,0.122868088638883,0.11267241835594177,1.6284914016723633
ppo,roll_deg,1989,0.500827793178687,15.461826380878486,-147.76367046627388,153.58023224270005
ppo,pitch_deg,1989,2.6332441012881644,10.922861239875658,-60.90442799878852,83.076068988107
ppo,yaw_deg,1989,-3.483827846592455,41.65811160763415,-169.65319732211412,130.39275087850393
ppo,landing_error_xy_m,1989,11.326442021361514,8.393010260377087,0.0687762051820755,25.409339904785156
ppo,release_to_target_xy_m,1989,11.53648375411686,8.333030353366519,0.02887817844748497,23.997774124145508
ppo,delta_theta_rad,1989,0.06388630526456217,0.20758801278220995,0.00030210427939891815,5.59415864944458
ppo,delta_theta_deg,1989,3.6604156603438245,11.893917009928417,0.017309300182399033,320.521680539779
ppo,delta_omega_rad_s,1989,0.27008621923530884,0.24784102352106685,0.004119664430618286,1.4284322261810303
ppo,delta_omega_deg_s,1989,15.47480046682827,14.200244637959695,0.23603938488459314,81.84313788064965
ppo,impulse_metric,1989,0.41066978245134506,0.33313102591822646,0.07895440608263016,1.835444688796997
ppo_gru,roll_deg,1992,3.2604526903229156,11.96301237328647,-141.96396559671928,92.42774543363501
ppo_gru,pitch_deg,1992,5.334364458570699,7.242887991164047,-18.933134115113607,66.5191167041058
ppo_gru,yaw_deg,1992,9.927577142322143,57.17381249183308,-178.148586611776,142.37093558822534
ppo_gru,landing_error_xy_m,1992,3.12811882438559,5.72657809009815,0.0009345780708827078,24.129968643188477
ppo_gru,release_to_target_xy_m,1992,4.046274550421814,5.800341661863,0.04578119143843651,23.847169876098633
ppo_gru,delta_theta_rad,1992,0.04607917975782076,0.0654011744570093,0.000385863590054214,1.052438497543335
ppo_gru,delta_theta_deg,1992,2.6401425235477847,3.7472112715854364,0.02210835517787263,60.30028410632255
ppo_gru,delta_omega_rad_s,1992,0.23355963158053739,0.21659527768984813,0.004738453775644302,1.3605929613113403
ppo_gru,delta_omega_deg_s,1992,13.38198115419521,12.409995274092376,0.2714934027622484,77.9562343183463
ppo_gru,impulse_metric,1992,0.35770947806701725,0.2938328427583977,0.06415602564811707,1.843117117881775
ppo_rnn,roll_deg,1975,8.685800819178167,26.271448400999656,-173.85444668058898,177.59711713818916
ppo_rnn,pitch_deg,1975,3.892697253839773,9.691512822181114,-61.28451436572139,81.78846904653287
ppo_rnn,yaw_deg,1975,22.628784948719115,72.90408409237628,-176.90360705062275,176.7841060609042
ppo_rnn,landing_error_xy_m,1975,2.04750817277174,3.229196422424187,0.00485819298774004,22.83439064025879
ppo_rnn,release_to_target_xy_m,1975,2.611249375861091,3.1468605545322146,0.016387348994612694,22.167200088500977
ppo_rnn,delta_theta_rad,1975,0.08416461820248515,0.2755566017298641,0.00033209825051017106,5.79517936706543
ppo_rnn,delta_theta_deg,1975,4.8222774073323444,15.788230296088534,0.01902782813791114,332.03931925414486
ppo_rnn,delta_omega_rad_s,1975,0.28015958727726453,0.2648819223034383,0.005072915460914373,2.409482002258301
ppo_rnn,delta_omega_deg_s,1975,16.051961941114293,15.176616217299204,0.29065664573705635,138.05314954213173
ppo_rnn,impulse_metric,1975,0.4423330094693582,0.4020861039125677,0.06344258040189743,2.5915608406066895
