method,n_drop,landing_mean_m,landing_p90_m,roll_abs_mean_deg,pitch_abs_mean_deg,no_drop_rate
PPO,1989,11.326442021361514,21.82174301147461,7.6414092336512764,4.775063447382249,0.0055
PPO-GRU,1992,3.12811882438559,13.851904487609866,7.412637151735904,6.008763169375564,0.004
PPO-RNN,1975,2.04750817277174,3.4372617721557672,13.704608673846035,6.74438901840713,0.0125
MPC,1003,5.961529444126878,16.13062438964844,2.9549955278118785,1.5741991872089065,0.4985
